player_name,player_position,player_team,year,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Lance Moore,WR,FA,2010,4,5,8,37,7.4,1,0,0,0.0,0,0.0,10.2,0.0
Kenny Britt,WR,FA,2010,4,3,7,23,7.7,1,0,0,0.0,0,0.0,9.8,0.0
Greg Jennings,WR,FA,2010,4,2,5,25,12.5,1,0,0,0.0,0,0.0,9.5,0.0
David Nelson,WR,FA,2010,4,4,4,75,18.8,0,0,0,0.0,0,0.0,9.5,0.0
Larry Fitzgerald,WR,FA,2010,4,7,11,56,8.0,0,0,0,0.0,0,0.0,9.1,0.0
Devery Henderson,WR,FA,2010,4,6,9,59,9.8,0,1,-2,-2.0,0,0.0,8.7,0.0
Michael Crabtree,WR,FA,2010,4,5,6,58,11.6,0,0,0,0.0,0,0.0,8.3,0.0
Brandon Stokley,WR,FA,2010,4,4,8,62,15.5,0,0,0,0.0,0,0.0,8.2,0.0
Chansi Stuckey,WR,FA,2010,4,5,7,56,11.2,0,0,0,0.0,0,0.0,8.1,0.0
Jabar Gaffney,WR,FA,2010,4,5,8,51,10.2,0,0,0,0.0,0,0.0,7.6,0.0
Brandon Marshall,WR,FA,2010,4,5,8,50,10.0,0,0,0,0.0,0,0.0,7.5,0.0
Chad Johnson,WR,FA,2010,4,3,5,59,19.7,0,0,0,0.0,0,0.0,7.4,0.0
Danny Amendola,WR,FA,2010,4,5,8,46,9.2,0,0,0,0.0,0,0.0,7.1,0.0
Nate Washington,WR,FA,2010,4,4,5,42,10.5,0,0,0,0.0,0,0.0,6.2,0.0
Anthony Armstrong,WR,FA,2010,4,1,3,57,57.0,0,0,0,0.0,0,0.0,6.2,0.0
Antwaan Randle El,WR,FA,2010,4,2,2,50,25.0,0,0,0,0.0,0,0.0,6.0,0.0
Brandon Tate,WR,FA,2010,4,4,5,39,9.8,0,0,0,0.0,0,0.0,5.9,0.0
Marques Colston,WR,FA,2010,4,4,8,36,9.0,0,0,0,0.0,0,0.0,5.6,0.0
Tiquan Underwood,WR,FA,2010,4,3,5,41,13.7,0,0,0,0.0,0,0.0,5.6,0.0
Brian Finneran,WR,FA,2010,4,4,6,36,9.0,0,0,0,0.0,0,0.0,5.6,0.0
Kevin Walter,WR,FA,2010,4,4,6,35,8.8,0,0,0,0.0,0,0.0,5.5,0.0
Malcom Floyd,WR,FA,2010,4,2,3,45,22.5,0,0,0,0.0,0,0.0,5.5,0.0
Mike Williams,WR,FA,2010,4,4,5,32,8.0,0,0,0,0.0,0,0.0,5.2,0.0
Brad Smith,WR,FA,2010,4,0,0,0,0.0,0,3,11,3.7,0,0.0,5.2,0.0
Jason Avant,WR,FA,2010,4,4,5,31,7.8,0,0,0,0.0,0,0.0,5.1,0.0
Steve Smith,WR,FA,2010,4,4,8,30,7.5,0,0,0,0.0,0,0.0,5.0,0.0
Johnnie Lee Higgins,WR,FA,2010,4,2,4,38,19.0,0,0,0,0.0,0,0.0,4.8,0.0
Stephen Williams,WR,FA,2010,4,3,8,32,10.7,0,0,0,0.0,0,0.0,4.7,0.0
David Gettis,WR,FA,2010,4,2,6,37,18.5,0,0,0,0.0,0,0.0,4.7,0.0
Earl Bennett,WR,FA,2010,4,4,5,26,6.5,0,0,0,0.0,0,0.0,4.6,0.0
Golden Tate,WR,FA,2010,4,3,5,30,10.0,0,1,1,1.0,0,0.0,4.6,0.0
Josh Cribbs,WR,FA,2010,4,2,4,24,12.0,0,3,9,3.0,0,0.0,4.3,0.0
Devin Hester,WR,FA,2010,4,3,5,16,5.3,0,1,11,11.0,0,0.0,4.2,0.0
Jerricho Cotchery,WR,FA,2010,4,3,5,26,8.7,0,0,0,0.0,0,0.0,4.1,0.0
Justin Gage,WR,FA,2010,4,2,3,30,15.0,0,0,0,0.0,0,0.0,4.0,0.0
Jordan Shipley,WR,FA,2010,4,2,3,29,14.5,0,0,0,0.0,0,0.0,3.9,0.0
Bryant Johnson,WR,FA,2010,4,3,5,23,7.7,0,0,0,0.0,0,0.0,3.8,0.0
Brian Hartline,WR,FA,2010,4,3,9,21,7.0,0,0,0,0.0,0,0.0,3.6,0.0
DeSean Jackson,WR,FA,2010,4,3,7,19,6.3,0,1,2,2.0,0,0.0,3.6,0.0
Mike Wallace,WR,FA,2010,4,2,6,24,12.0,0,1,1,1.0,0,0.0,3.5,0.0
Robert Meachem,WR,FA,2010,4,2,3,16,8.0,0,1,7,7.0,0,0.0,3.3,0.0
Johnny Knox,WR,FA,2010,4,1,2,26,26.0,0,0,0,0.0,0,0.0,3.1,0.0
Josh Morgan,WR,FA,2010,4,2,7,20,10.0,0,0,0,0.0,0,0.0,3.0,0.0
Blair White,WR,FA,2010,4,2,4,20,10.0,0,0,0,0.0,0,0.0,3.0,0.0
Deon Butler,WR,FA,2010,4,2,5,20,10.0,0,0,0,0.0,0,0.0,3.0,0.0
Andre Caldwell,WR,FA,2010,4,3,4,15,5.0,0,0,0,0.0,0,0.0,3.0,0.0
Hines Ward,WR,FA,2010,4,2,4,14,7.0,0,0,0,0.0,0,0.0,2.4,0.0
Mardy Gilyard,WR,FA,2010,4,2,4,13,6.5,0,0,0,0.0,0,0.0,2.3,0.0
Steve Smith,WR,FA,2010,4,2,3,11,5.5,0,0,0,0.0,0,0.0,2.1,0.0
Max Komar,WR,FA,2010,4,1,3,16,16.0,0,0,0,0.0,0,0.0,2.1,0.0
James Jones,WR,FA,2010,4,1,1,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Jeremy Maclin,WR,FA,2010,4,1,2,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Jacoby Jones,WR,FA,2010,4,1,3,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Roberto Wallace,WR,FA,2010,4,1,1,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Deion Branch,WR,FA,2010,4,1,2,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
Demaryius Thomas,WR,FA,2010,4,1,4,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Roscoe Parrish,WR,FA,2010,4,1,4,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Sam Aiken,WR,FA,2010,4,1,1,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Lee Evans,WR,FA,2010,4,1,6,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Antonio Brown,WR,FA,2010,4,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Louis Murphy,WR,FA,2010,4,1,7,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Joey Galloway,WR,FA,2010,4,1,3,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Mohamed Massaquoi,WR,FA,2010,4,1,3,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Kassim Osgood,WR,FA,2010,4,1,1,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Jacoby Ford,WR,FA,2010,4,0,0,0,0.0,0,1,8,8.0,0,0.0,0.8,0.0
Darrius Heyward-Bey,WR,FA,2010,4,1,5,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Brandon LaFell,WR,FA,2010,4,1,1,1,1.0,0,0,0,0.0,0,0.0,0.6,0.0
Santana Moss,WR,FA,2010,4,0,1,0,0.0,0,1,5,5.0,0,0.0,0.5,0.0
Arian Foster,RB,FA,2010,4,3,4,56,18.7,1,17,133,7.8,1,0.0,32.4,0.0
LaDainian Tomlinson,RB,FA,2010,4,3,4,22,7.3,0,19,133,7.0,2,0.0,29.0,0.0
Maurice Jones-Drew,RB,FA,2010,4,2,2,16,8.0,1,26,105,4.0,1,0.0,25.1,0.0
Rashard Mendenhall,RB,FA,2010,4,2,2,9,4.5,0,25,79,3.2,2,0.0,21.8,0.0
Joseph Addai,RB,FA,2010,4,3,3,19,6.3,0,16,63,3.9,2,0.0,21.7,0.0
LeSean McCoy,RB,FA,2010,4,12,15,110,9.2,0,16,64,4.0,0,0.0,21.4,0.0
Ahmad Bradshaw,RB,FA,2010,4,2,3,14,7.0,0,23,129,5.6,1,0.0,19.3,0.0
Ricky Williams,RB,FA,2010,4,4,4,45,11.3,1,8,56,7.0,0,0.0,18.1,0.0
Peyton Hillis,RB,FA,2010,4,2,3,8,4.0,0,27,102,3.8,1,0.0,18.0,0.0
Mike Tolbert,RB,FA,2010,4,2,2,3,1.5,0,16,100,6.3,1,0.0,17.3,0.0
Frank Gore,RB,FA,2010,4,7,8,60,8.6,0,21,77,3.7,0,0.0,17.2,0.0
DeAngelo Williams,RB,FA,2010,4,1,1,14,14.0,0,13,86,6.6,1,0.0,16.5,0.0
Darren McFadden,RB,FA,2010,4,6,7,82,13.7,0,12,47,3.9,0,0.0,15.9,0.0
Jonathan Stewart,RB,FA,2010,4,1,1,55,55.0,1,7,21,3.0,0,0.0,14.1,0.0
Steven Jackson,RB,FA,2010,4,3,3,54,18.0,0,22,70,3.2,0,0.0,13.9,0.0
Derrick Ward,RB,FA,2010,4,0,1,0,0.0,0,11,78,7.1,1,0.0,13.8,0.0
BenJarvus Green-Ellis,RB,FA,2010,4,0,0,0,0.0,0,16,76,4.8,1,0.0,13.6,0.0
Ryan Mathews,RB,FA,2010,4,1,1,13,13.0,0,9,55,6.1,1,0.0,13.3,0.0
Brandon Jacobs,RB,FA,2010,4,1,1,4,4.0,0,6,62,10.3,1,0.0,13.1,0.0
Ryan Torain,RB,FA,2010,4,0,0,0,0.0,0,18,70,3.9,1,0.0,13.0,0.0
Correll Buckhalter,RB,FA,2010,4,5,5,38,7.6,1,6,3,0.5,0,0.0,12.6,0.0
Michael Bush,RB,FA,2010,4,2,2,16,8.0,0,7,40,5.7,1,0.0,12.6,0.0
Shonn Greene,RB,FA,2010,4,0,0,0,0.0,0,22,117,5.3,0,0.0,11.7,0.0
Danny Woodhead,RB,FA,2010,4,1,1,11,11.0,1,8,36,4.5,0,0.0,11.2,0.0
Michael Turner,RB,FA,2010,4,3,4,28,9.3,0,16,50,3.1,0,0.0,9.3,0.0
Willis McGahee,RB,FA,2010,4,2,3,2,1.0,0,14,39,2.8,1,0.0,9.1,0.0
Clinton Portis,RB,FA,2010,4,2,2,26,13.0,0,11,55,5.0,0,0.0,9.1,0.0
Ladell Betts,RB,FA,2010,4,4,5,23,5.8,0,13,47,3.6,0,0.0,9.0,0.0
Kenneth Darby,RB,FA,2010,4,2,2,19,9.5,1,2,1,0.5,0,0.0,9.0,0.0
Jahvid Best,RB,FA,2010,4,5,7,34,6.8,0,12,50,4.2,0,0.0,8.9,0.0
Marcel Reece,RB,FA,2010,4,1,1,13,13.0,1,2,7,3.5,0,0.0,8.5,0.0
Justin Forsett,RB,FA,2010,4,2,2,10,5.0,0,19,65,3.4,0,0.0,8.5,0.0
Brian Leonard,RB,FA,2010,4,2,3,11,5.5,1,0,0,0.0,0,0.0,8.1,0.0
Ronnie Brown,RB,FA,2010,4,4,4,29,7.3,0,11,27,2.5,0,0.0,7.6,0.0
Jacob Hester,RB,FA,2010,4,3,3,40,13.3,0,5,10,2.0,0,0.0,6.5,0.0
Cedric Benson,RB,FA,2010,4,0,0,0,0.0,0,15,60,4.0,0,0.0,6.0,0.0
Chris Johnson,RB,FA,2010,4,3,4,11,3.7,0,19,53,2.8,0,0.0,5.9,0.0
Owen Schmitt,RB,FA,2010,4,3,4,43,14.3,0,0,0,0.0,0,0.0,5.8,0.0
Steve Slaton,RB,FA,2010,4,2,2,8,4.0,0,5,37,7.4,0,0.0,5.5,0.0
Kevin Smith,RB,FA,2010,4,4,5,22,5.5,0,3,12,4.0,0,0.0,5.4,0.0
Javon Ringer,RB,FA,2010,4,0,0,0,0.0,0,2,50,25.0,0,0.0,5.0,0.0
Chris Ivory,RB,FA,2010,4,0,0,0,0.0,0,12,67,5.6,0,0.0,4.7,0.0
Jason Snelling,RB,FA,2010,4,2,2,5,2.5,0,7,31,4.4,0,0.0,4.6,0.0
Matt Forte,RB,FA,2010,4,2,3,7,3.5,0,12,26,2.2,0,0.0,4.3,0.0
Brandon Jackson,RB,FA,2010,4,1,1,1,1.0,0,9,33,3.7,0,0.0,3.9,0.0
Leon Washington,RB,FA,2010,4,2,2,28,14.0,0,1,1,1.0,0,0.0,3.9,0.0
John Kuhn,RB,FA,2010,4,0,0,0,0.0,0,9,39,4.3,0,0.0,3.9,0.0
Ray Rice,RB,FA,2010,4,1,2,9,9.0,0,8,20,2.5,0,0.0,3.4,0.0
Le'Ron McClain,RB,FA,2010,4,2,3,13,6.5,0,2,7,3.5,0,0.0,3.0,0.0
Beanie Wells,RB,FA,2010,4,1,1,6,6.0,0,5,19,3.8,0,0.0,3.0,0.0
Jerome Felton,RB,FA,2010,4,2,3,12,6.0,0,1,6,6.0,0,0.0,2.8,0.0
Laurence Maroney,RB,FA,2010,4,2,4,10,5.0,0,11,5,0.5,0,0.0,2.5,0.0
Rashad Jennings,RB,FA,2010,4,2,2,9,4.5,0,3,6,2.0,0,0.0,2.5,0.0
Tim Hightower,RB,FA,2010,4,0,1,0,0.0,0,7,24,3.4,0,0.0,2.4,0.0
Michael Robinson,RB,FA,2010,4,1,3,4,4.0,0,1,3,3.0,0,0.0,2.3,0.0
Chester Taylor,RB,FA,2010,4,0,0,0,0.0,0,3,22,7.3,0,0.0,2.2,0.0
Fred Jackson,RB,FA,2010,4,0,2,0,0.0,0,3,21,7.0,0,0.0,2.1,0.0
C.J. Spiller,RB,FA,2010,4,1,1,4,4.0,0,2,11,5.5,0,0.0,2.0,0.0
Mike Bell,RB,FA,2010,4,1,2,5,5.0,0,3,6,2.0,0,0.0,1.6,0.0
Greg Jones,RB,FA,2010,4,2,2,4,2.0,0,0,0,0.0,0,0.0,1.4,0.0
Moran Norris,RB,FA,2010,4,1,2,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Ahmard Hall,RB,FA,2010,4,1,3,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Joe McKnight,RB,FA,2010,4,0,0,0,0.0,0,4,12,3.0,0,0.0,1.2,0.0
Isaac Redman,RB,FA,2010,4,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Heath Evans,RB,FA,2010,4,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Tony Fiammetta,RB,FA,2010,4,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Legedu Naanee,RB,FA,2010,4,1,2,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
John Conner,RB,FA,2010,4,1,1,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Bernard Scott,RB,FA,2010,4,0,0,0,0.0,0,2,7,3.5,0,0.0,0.7,0.0
Corey McIntyre,RB,FA,2010,4,1,1,1,1.0,0,0,0,0.0,0,0.0,0.6,0.0
LaRod Stephens-Howling,RB,FA,2010,4,0,0,0,0.0,0,2,4,2.0,0,0.0,0.4,0.0
Sammy Morris,RB,FA,2010,4,0,0,0,0.0,0,2,3,1.5,0,0.0,0.3,0.0
Anthony Dixon,RB,FA,2010,4,0,0,0,0.0,0,1,3,3.0,0,0.0,0.3,0.0
Keith Toston,RB,FA,2010,4,0,0,0,0.0,0,1,3,3.0,0,0.0,0.3,0.0
Ovie Mughelli,RB,FA,2010,4,0,0,0,0.0,0,2,2,1.0,0,0.0,0.2,0.0
Antonio Gates,TE,FA,2010,4,7,7,144,20.6,2,0,0,0.0,0,0.0,29.9,0.0
Zach Miller,TE,FA,2010,4,11,13,122,11.1,1,0,0,0.0,0,0.0,23.7,0.0
Dustin Keller,TE,FA,2010,4,4,6,28,7.0,2,0,0,0.0,0,0.0,16.8,0.0
Dallas Clark,TE,FA,2010,4,7,11,68,9.7,1,0,0,0.0,0,0.0,16.3,0.0
Joel Dreessen,TE,FA,2010,4,5,8,73,14.6,1,0,0,0.0,0,0.0,15.8,0.0
Brandon Pettigrew,TE,FA,2010,4,8,11,91,11.4,0,0,0,0.0,0,0.0,13.1,0.0
Jermichael Finley,TE,FA,2010,4,4,5,36,9.0,1,0,0,0.0,0,0.0,11.6,0.0
Vernon Davis,TE,FA,2010,4,4,5,36,9.0,1,0,0,0.0,0,0.0,11.6,0.0
Chris Cooley,TE,FA,2010,4,2,5,37,18.5,1,0,0,0.0,0,0.0,10.7,0.0
Brent Celek,TE,FA,2010,4,3,6,27,9.0,1,0,0,0.0,0,0.0,10.2,0.0
Tony Scheffler,TE,FA,2010,4,6,10,63,10.5,0,0,0,0.0,0,0.0,9.3,0.0
Marcedes Lewis,TE,CHI,2010,4,2,2,22,11.0,1,0,0,0.0,0,0.0,9.2,0.0
Anthony Fasano,TE,FA,2010,4,5,6,67,13.4,0,0,0,0.0,0,0.0,9.2,0.0
Benjamin Watson,TE,FA,2010,4,6,10,60,10.0,0,0,0,0.0,0,0.0,9.0,0.0
Evan Moore,TE,FA,2010,4,1,2,24,24.0,1,0,0,0.0,0,0.0,8.9,0.0
Jeremy Shockey,TE,FA,2010,4,6,8,58,9.7,0,0,0,0.0,0,0.0,8.8,0.0
Tony Gonzalez,TE,FA,2010,4,7,12,41,5.9,0,0,0,0.0,0,0.0,7.6,0.0
David Martin,TE,FA,2010,4,1,1,4,4.0,1,0,0,0.0,0,0.0,6.9,0.0
David Thomas,TE,FA,2010,4,5,6,42,8.4,0,0,0,0.0,0,0.0,6.7,0.0
Greg Olsen,TE,FA,2010,4,5,9,39,7.8,0,0,0,0.0,0,0.0,6.4,0.0
Jermaine Gresham,TE,FA,2010,4,5,6,35,7.0,0,0,0,0.0,0,0.0,6.0,0.0
Aaron Hernandez,TE,FA,2010,4,5,5,29,5.8,0,0,0,0.0,0,0.0,5.4,0.0
Todd Heap,TE,FA,2010,4,3,5,35,11.7,0,0,0,0.0,0,0.0,5.0,0.0
Daniel Fells,TE,FA,2010,4,3,4,35,11.7,0,0,0,0.0,0,0.0,5.0,0.0
Heath Miller,TE,FA,2010,4,2,4,32,16.0,0,0,0,0.0,0,0.0,4.2,0.0
Bo Scaife,TE,FA,2010,4,2,2,27,13.5,0,0,0,0.0,0,0.0,3.7,0.0
Travis Beckum,TE,FA,2010,4,1,2,25,25.0,0,0,0,0.0,0,0.0,3.0,0.0
Jim Dray,TE,FA,2010,4,1,1,24,24.0,0,0,0,0.0,0,0.0,2.9,0.0
Dante Rosario,TE,FA,2010,4,2,2,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Jared Cook,TE,FA,2010,4,1,2,17,17.0,0,0,0,0.0,0,0.0,2.2,0.0
Ben Patrick,TE,FA,2010,4,2,2,12,6.0,0,0,0,0.0,0,0.0,2.2,0.0
Craig Stevens,TE,FA,2010,4,1,1,16,16.0,0,0,0,0.0,0,0.0,2.1,0.0
Donald Lee,TE,FA,2010,4,1,1,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
John Carlson,TE,FA,2010,4,1,3,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Daniel Graham,TE,FA,2010,4,3,3,5,1.7,0,0,0,0.0,0,0.0,2.0,0.0
Kevin Boss,TE,FA,2010,4,1,5,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
Brody Eldridge,TE,FA,2010,4,1,2,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
Chris Baker,TE,FA,2010,4,1,1,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Owen Daniels,TE,FA,2010,4,1,3,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Ben Hartsock,TE,FA,2010,4,1,2,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Jeff King,TE,FA,2010,4,1,2,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Delanie Walker,TE,FA,2010,4,1,2,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Mike Sellers,TE,FA,2010,4,1,2,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Rob Gronkowski,TE,FA,2010,4,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Madison Hedgecock,TE,FA,2010,4,1,1,1,1.0,0,0,0,0.0,0,0.0,0.6,0.0
Nate Byham,TE,FA,2010,4,1,1,0,0.0,0,0,0,0.0,0,0.0,0.5,0.0
Jimmy Graham,TE,NO,2010,4,0,0,0,0.0,0,1,3,3.0,0,0.0,0.3,0.0
Malcom Floyd,WR,FA,2010,5,8,10,213,26.6,1,0,0,0.0,0,0.0,31.3,0.0
Hakeem Nicks,WR,FA,2010,5,12,17,130,10.8,2,0,0,0.0,0,0.0,31.0,0.0
Brandon Lloyd,WR,FA,2010,5,5,14,135,27.0,2,0,0,0.0,0,0.0,28.0,0.0
Miles Austin,WR,FA,2010,5,9,12,166,18.4,1,1,4,4.0,0,0.0,27.5,0.0
Percy Harvin,WR,FA,2010,5,5,10,97,19.4,2,0,0,0.0,0,0.0,24.2,0.0
Michael Crabtree,WR,FA,2010,5,9,14,105,11.7,1,0,0,0.0,0,0.0,21.0,0.0
Terrell Owens,WR,FA,2010,5,7,12,102,14.6,1,0,0,0.0,0,0.0,19.7,0.0
Steve Johnson,WR,FA,2010,5,5,9,46,9.2,2,0,0,0.0,0,0.0,19.1,0.0
Roddy White,WR,FA,2010,5,5,8,101,20.2,1,0,0,0.0,0,0.0,18.6,0.0
Steve Smith,WR,FA,2010,5,6,8,89,14.8,1,0,0,0.0,0,0.0,17.9,0.0
Roy Williams,WR,FA,2010,5,6,8,87,14.5,1,0,0,0.0,0,0.0,17.7,0.0
Mike Williams,WR,FA,2010,5,7,11,99,14.1,1,0,0,0.0,0,0.0,17.4,0.0
Lee Evans,WR,FA,2010,5,5,8,87,17.4,1,0,0,0.0,0,0.0,17.2,0.0
Kenny Britt,WR,FA,2010,5,4,6,86,21.5,1,0,0,0.0,0,0.0,16.6,0.0
Randy Moss,WR,FA,2010,5,4,10,81,20.3,1,0,0,0.0,0,0.0,16.1,0.0
Anthony Armstrong,WR,FA,2010,5,3,7,84,28.0,1,0,0,0.0,0,0.0,15.9,0.0
Santana Moss,WR,FA,2010,5,7,12,118,16.9,0,0,0,0.0,0,0.0,15.3,0.0
Robert Meachem,WR,FA,2010,5,4,4,57,14.3,1,0,0,0.0,0,0.0,13.7,0.0
Nate Burleson,WR,FA,2010,5,4,6,56,14.0,1,0,0,0.0,0,0.0,13.6,0.0
Danny Amendola,WR,FA,2010,5,12,19,95,7.9,0,0,0,0.0,0,0.0,13.5,0.0
Calvin Johnson,WR,FA,2010,5,4,9,54,13.5,1,0,0,0.0,0,0.0,13.4,0.0
Marques Colston,WR,FA,2010,5,7,12,97,13.9,0,0,0,0.0,0,0.0,13.2,0.0
Jabar Gaffney,WR,FA,2010,5,9,11,87,9.7,0,0,0,0.0,0,0.0,13.2,0.0
Larry Fitzgerald,WR,FA,2010,5,7,9,93,13.3,0,0,0,0.0,0,0.0,12.8,0.0
Mike Sims-Walker,WR,FA,2010,5,4,5,46,11.5,1,0,0,0.0,0,0.0,12.6,0.0
Jeremy Maclin,WR,FA,2010,5,6,9,95,15.8,0,0,0,0.0,0,0.0,12.5,0.0
Andre Johnson,WR,FA,2010,5,5,13,95,19.0,0,0,0,0.0,0,0.0,12.0,0.0
Reggie Wayne,WR,FA,2010,5,6,11,75,12.5,0,0,0,0.0,0,0.0,10.5,0.0
Mike Thomas,WR,FA,2010,5,4,4,51,12.8,0,3,53,17.7,0,0.0,10.4,0.0
Braylon Edwards,WR,FA,2010,5,5,11,70,14.0,0,0,0,0.0,0,0.0,9.5,0.0
Nate Washington,WR,FA,2010,5,1,7,24,24.0,1,0,0,0.0,0,0.0,8.9,0.0
Pierre Garcon,WR,FA,2010,5,6,14,57,9.5,0,0,0,0.0,0,0.0,8.7,0.0
James Jones,WR,FA,2010,5,4,8,65,16.3,0,0,0,0.0,0,0.0,8.5,0.0
Devery Henderson,WR,FA,2010,5,4,6,61,15.3,0,0,0,0.0,0,0.0,8.1,0.0
Mohamed Massaquoi,WR,FA,2010,5,5,6,55,11.0,0,0,0,0.0,0,0.0,8.0,0.0
Chansi Stuckey,WR,FA,2010,5,5,8,54,10.8,0,0,0,0.0,0,0.0,7.9,0.0
Roscoe Parrish,WR,FA,2010,5,4,5,58,14.5,0,0,0,0.0,0,0.0,7.8,0.0
Donald Driver,WR,FA,2010,5,4,8,58,14.5,0,0,0,0.0,0,0.0,7.8,0.0
Austin Collie,WR,FA,2010,5,5,6,48,9.6,0,0,0,0.0,0,0.0,7.3,0.0
Jerricho Cotchery,WR,FA,2010,5,5,10,46,9.2,0,0,0,0.0,0,0.0,7.1,0.0
Louis Murphy,WR,FA,2010,5,2,4,61,30.5,0,0,0,0.0,0,0.0,7.1,0.0
Derrick Mason,WR,FA,2010,5,3,6,47,15.7,0,0,0,0.0,0,0.0,6.2,0.0
Jordy Nelson,WR,FA,2010,5,3,5,42,14.0,0,0,0,0.0,0,0.0,5.7,0.0
Santonio Holmes,WR,FA,2010,5,3,9,41,13.7,0,0,0,0.0,0,0.0,5.6,0.0
Sammie Stroughter,WR,FA,2010,5,3,3,39,13.0,0,0,0,0.0,0,0.0,5.4,0.0
Andre Caldwell,WR,FA,2010,5,4,7,33,8.3,0,0,0,0.0,0,0.0,5.3,0.0
Eddie Royal,WR,FA,2010,5,4,5,31,7.8,0,0,0,0.0,0,0.0,5.1,0.0
Brandon Gibson,WR,FA,2010,5,2,6,34,17.0,0,0,0,0.0,0,0.0,4.4,0.0
Dwayne Bowe,WR,FA,2010,5,2,8,33,16.5,0,0,0,0.0,0,0.0,4.3,0.0
Joey Galloway,WR,FA,2010,5,3,7,28,9.3,0,0,0,0.0,0,0.0,4.3,0.0
DeSean Jackson,WR,FA,2010,5,2,3,24,12.0,0,1,8,8.0,0,0.0,4.2,0.0
Dominique Zeigler,WR,FA,2010,5,2,2,32,16.0,0,0,0,0.0,0,0.0,4.2,0.0
David Gettis,WR,FA,2010,5,3,6,32,10.7,0,1,-6,-6.0,0,0.0,4.1,0.0
Damian Williams,WR,FA,2010,5,2,3,30,15.0,0,0,0,0.0,0,0.0,4.0,0.0
Greg Lewis,WR,FA,2010,5,1,3,33,33.0,0,0,0,0.0,0,0.0,3.8,0.0
David Nelson,WR,FA,2010,5,3,3,23,7.7,0,0,0,0.0,0,0.0,3.8,0.0
Dez Bryant,WR,FA,2010,5,3,6,22,7.3,0,0,0,0.0,0,0.0,3.7,0.0
Andre Roberts,WR,FA,2010,5,2,3,27,13.5,0,0,0,0.0,0,0.0,3.7,0.0
Josh Morgan,WR,FA,2010,5,3,4,21,7.0,0,0,0,0.0,0,0.0,3.6,0.0
Ted Ginn Jr.,WR,FA,2010,5,2,3,26,13.0,0,0,0,0.0,0,0.0,3.6,0.0
Arrelious Benn,WR,FA,2010,5,2,3,25,12.5,0,0,0,0.0,0,0.0,3.5,0.0
Chad Johnson,WR,FA,2010,5,3,6,20,6.7,0,0,0,0.0,0,0.0,3.5,0.0
T.J. Houshmandzadeh,WR,FA,2010,5,2,3,24,12.0,0,0,0,0.0,0,0.0,3.4,0.0
Kevin Walter,WR,FA,2010,5,2,5,24,12.0,0,0,0,0.0,0,0.0,3.4,0.0
Chris Chambers,WR,FA,2010,5,2,3,23,11.5,0,0,0,0.0,0,0.0,3.3,0.0
Mardy Gilyard,WR,FA,2010,5,2,6,22,11.0,0,0,0,0.0,0,0.0,3.2,0.0
Greg Jennings,WR,FA,2010,5,2,5,22,11.0,0,0,0,0.0,0,0.0,3.2,0.0
Micheal Spurlock,WR,FA,2010,5,3,3,35,11.7,0,0,0,0.0,0,0.0,3.0,0.0
Josh Cribbs,WR,FA,2010,5,1,5,8,8.0,0,2,11,5.5,0,0.0,2.8,0.0
