player_name,player_position,player_team,year,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Chad Johnson,WR,FA,2010,9,1,7,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Calvin Johnson,WR,FA,2010,9,1,4,13,13.0,0,0,0,0.0,0,0.0,1.8,0.0
Brandon Tate,WR,FA,2010,9,1,4,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Sam Hurd,WR,FA,2010,9,1,1,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
David Reed,WR,FA,2010,9,0,0,0,0.0,0,1,15,15.0,0,0.0,1.5,0.0
Steve Smith,WR,FA,2010,9,1,6,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Donald Jones,WR,FA,2010,9,1,2,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Bryant Johnson,WR,FA,2010,9,1,4,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Roy Williams,WR,FA,2010,9,1,4,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Chris Chambers,WR,FA,2010,9,1,2,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Brad Smith,WR,FA,2010,9,0,0,0,0.0,0,2,8,4.0,0,0.0,0.8,0.0
Preston Parker,WR,FA,2010,9,0,2,0,0.0,0,1,7,7.0,0,0.0,0.7,0.0
Brett Swain,WR,FA,2010,9,1,3,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Early Doucet,WR,FA,2010,9,1,3,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Austin Collie,WR,FA,2010,9,1,1,-1,-1.0,0,0,0,0.0,0,0.0,0.4,0.0
Arian Foster,RB,FA,2010,9,4,6,70,17.5,0,27,127,4.7,2,0.0,33.7,0.0
Peyton Hillis,RB,FA,2010,9,3,3,36,12.0,0,29,184,6.3,2,0.0,33.5,0.0
Adrian Peterson,RB,FA,2010,9,4,4,63,15.8,1,15,81,5.4,1,0.0,28.4,0.0
Ahmad Bradshaw,RB,FA,2010,9,4,4,35,8.8,0,19,57,3.0,2,0.0,23.2,0.0
Michael Turner,RB,FA,2010,9,0,0,0,0.0,0,24,107,4.5,2,0.0,22.7,0.0
Ray Rice,RB,FA,2010,9,7,8,97,13.9,0,22,83,3.8,0,0.0,21.5,0.0
Brandon Jackson,RB,FA,2010,9,4,5,26,6.5,1,13,42,3.2,1,0.0,20.8,0.0
Rashard Mendenhall,RB,FA,2010,9,3,3,31,10.3,0,22,99,4.5,1,0.0,20.5,0.0
Ronnie Brown,RB,FA,2010,9,5,6,40,8.0,0,9,59,6.6,1,0.0,18.4,0.0
Cedric Benson,RB,FA,2010,9,2,2,20,10.0,0,18,54,3.0,1,0.0,14.4,0.0
Willis McGahee,RB,FA,2010,9,3,3,42,14.0,1,6,24,4.0,0,0.0,14.1,0.0
LaDainian Tomlinson,RB,FA,2010,9,6,9,47,7.8,0,15,55,3.7,0,0.0,13.2,0.0
Javarris James,RB,FA,2010,9,0,0,0,0.0,0,4,12,3.0,2,0.0,13.2,0.0
Jamaal Charles,RB,FA,2010,9,5,8,47,9.4,0,10,53,5.3,0,0.0,12.5,0.0
LeSean McCoy,RB,FA,2010,9,3,4,8,2.7,0,16,95,5.9,0,0.0,11.8,0.0
Darren McFadden,RB,FA,2010,9,4,4,25,6.3,0,17,89,5.2,0,0.0,11.4,0.0
Jahvid Best,RB,FA,2010,9,5,9,40,8.0,0,16,48,3.0,0,0.0,11.3,0.0
Donald Brown,RB,FA,2010,9,3,3,47,15.7,0,15,50,3.3,0,0.0,11.2,0.0
Danny Woodhead,RB,FA,2010,9,2,5,38,19.0,0,9,54,6.0,0,0.0,10.2,0.0
Fred Jackson,RB,FA,2010,9,5,7,20,4.0,0,8,16,2.0,1,0.0,10.1,0.0
Ladell Betts,RB,FA,2010,9,1,2,1,1.0,0,13,31,2.4,1,0.0,9.7,0.0
Matt Forte,RB,FA,2010,9,3,5,12,4.0,0,14,49,3.5,0,0.0,9.6,0.0
Chester Taylor,RB,FA,2010,9,1,1,14,14.0,0,10,13,1.3,1,0.0,9.2,0.0
Brandon Jacobs,RB,FA,2010,9,0,0,0,0.0,0,11,78,7.1,0,0.0,7.8,0.0
John Kuhn,RB,FA,2010,9,2,2,12,6.0,0,13,50,3.8,0,0.0,7.2,0.0
Tyrell Sutton,RB,FA,2010,9,3,3,15,5.0,0,7,41,5.9,0,0.0,7.1,0.0
D.J. Ware,RB,FA,2010,9,0,0,0,0.0,0,13,66,5.1,0,0.0,6.6,0.0
Shonn Greene,RB,FA,2010,9,2,2,9,4.5,0,10,46,4.6,0,0.0,6.5,0.0
Jason Snelling,RB,FA,2010,9,5,5,24,4.8,0,5,15,3.0,0,0.0,6.4,0.0
Mike Goodson,RB,FA,2010,9,3,4,18,6.0,0,9,29,3.2,0,0.0,6.2,0.0
Corey McIntyre,RB,FA,2010,9,0,1,0,0.0,0,1,1,1.0,1,0.0,6.1,0.0
Chris Ivory,RB,FA,2010,9,0,0,0,0.0,0,12,50,4.2,0,0.0,5.0,0.0
Jacob Hester,RB,FA,2010,9,3,4,28,9.3,0,4,7,1.8,0,0.0,5.0,0.0
Ryan Mathews,RB,FA,2010,9,2,2,18,9.0,0,9,42,4.7,0,0.0,5.0,0.0
Marshawn Lynch,RB,FA,2010,9,0,0,0,0.0,0,11,48,4.4,0,0.0,4.8,0.0
LeGarrette Blount,RB,FA,2010,9,0,0,0,0.0,0,13,46,3.5,0,0.0,4.6,0.0
Kevin Smith,RB,FA,2010,9,1,1,27,27.0,0,5,10,2.0,0,0.0,4.2,0.0
Mike Tolbert,RB,FA,2010,9,1,1,2,2.0,0,8,32,4.0,0,0.0,3.9,0.0
Tim Hightower,RB,FA,2010,9,0,1,0,0.0,0,13,39,3.0,0,0.0,3.9,0.0
Thomas Jones,RB,FA,2010,9,0,0,0,0.0,0,19,32,1.7,0,0.0,3.2,0.0
C.J. Spiller,RB,FA,2010,9,1,2,5,5.0,0,7,20,2.9,0,0.0,3.0,0.0
Brian Leonard,RB,FA,2010,9,3,3,14,4.7,0,0,0,0.0,0,0.0,2.9,0.0
Cadillac Williams,RB,FA,2010,9,1,2,9,9.0,0,8,13,1.6,0,0.0,2.7,0.0
Mewelde Moore,RB,FA,2010,9,2,2,8,4.0,0,2,5,2.5,0,0.0,2.3,0.0
Marcel Reece,RB,FA,2010,9,2,3,8,4.0,0,1,4,4.0,0,0.0,2.2,0.0
Tony Fiammetta,RB,FA,2010,9,1,2,2,2.0,0,1,11,11.0,0,0.0,1.8,0.0
Le'Ron McClain,RB,FA,2010,9,0,0,0,0.0,0,5,17,3.4,0,0.0,1.7,0.0
Michael Bush,RB,FA,2010,9,0,0,0,0.0,0,5,17,3.4,0,0.0,1.7,0.0
Owen Schmitt,RB,FA,2010,9,1,1,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Felix Jones,RB,FA,2010,9,0,1,0,0.0,0,5,16,3.2,0,0.0,1.6,0.0
BenJarvus Green-Ellis,RB,FA,2010,9,0,0,0,0.0,0,9,14,1.6,0,0.0,1.4,0.0
Marion Barber,RB,FA,2010,9,0,0,0,0.0,0,6,14,2.3,0,0.0,1.4,0.0
LaRod Stephens-Howling,RB,FA,2010,9,1,2,9,9.0,0,4,0,0.0,0,0.0,1.4,0.0
Darren Sproles,RB,FA,2010,9,1,2,6,6.0,0,1,3,3.0,0,0.0,1.4,0.0
Toby Gerhart,RB,FA,2010,9,1,1,3,3.0,0,2,6,3.0,0,0.0,1.4,0.0
Derrick Ward,RB,FA,2010,9,0,0,0,0.0,0,5,12,2.4,0,0.0,1.2,0.0
Jonathan Stewart,RB,FA,2010,9,0,0,0,0.0,0,5,30,6.0,0,0.0,1.0,0.0
Justin Forsett,RB,FA,2010,9,1,1,5,5.0,0,1,-1,-1.0,0,0.0,0.9,0.0
Tashard Choice,RB,FA,2010,9,0,1,0,0.0,0,3,9,3.0,0,0.0,0.9,0.0
Mike Bell,RB,FA,2010,9,0,0,0,0.0,0,6,7,1.2,0,0.0,0.7,0.0
Sammy Morris,RB,FA,2010,9,1,1,22,22.0,0,0,0,0.0,0,0.0,0.7,0.0
Lawrence Vickers,RB,FA,2010,9,0,0,0,0.0,0,3,6,2.0,0,0.0,0.6,0.0
Jerome Harrison,RB,FA,2010,9,0,0,0,0.0,0,2,6,3.0,0,0.0,0.6,0.0
Dimitri Nance,RB,FA,2010,9,0,0,0,0.0,0,4,5,1.3,0,0.0,0.5,0.0
Jerome Felton,RB,FA,2010,9,0,1,0,0.0,0,2,3,1.5,0,0.0,0.3,0.0
Rock Cartwright,RB,FA,2010,9,0,0,0,0.0,0,1,2,2.0,0,0.0,0.2,0.0
Isaac Redman,RB,FA,2010,9,0,0,0,0.0,0,2,2,1.0,0,0.0,0.2,0.0
Ricky Williams,RB,FA,2010,9,0,0,0,0.0,0,2,1,0.5,0,0.0,0.1,0.0
Jacob Tamme,TE,FA,2010,9,11,17,108,9.8,1,0,0,0.0,0,0.0,22.3,0.0
Aaron Hernandez,TE,FA,2010,9,5,9,48,9.6,2,0,0,0.0,0,0.0,19.3,0.0
Randy McMichael,TE,FA,2010,9,2,2,23,11.5,2,0,0,0.0,0,0.0,15.3,0.0
Visanthe Shiancoe,TE,FA,2010,9,4,5,66,16.5,1,0,0,0.0,0,0.0,14.6,0.0
Jimmy Graham,TE,NO,2010,9,3,4,49,16.3,1,0,0,0.0,0,0.0,12.4,0.0
Tony Gonzalez,TE,FA,2010,9,8,11,72,9.0,0,0,0,0.0,0,0.0,11.2,0.0
Greg Olsen,TE,FA,2010,9,3,8,29,9.7,1,0,0,0.0,0,0.0,10.4,0.0
Tony Moeaki,TE,FA,2010,9,6,9,63,10.5,0,0,0,0.0,0,0.0,9.3,0.0
Brandon Pettigrew,TE,FA,2010,9,3,5,18,6.0,1,0,0,0.0,0,0.0,9.3,0.0
Joel Dreessen,TE,FA,2010,9,5,8,67,13.4,0,0,0,0.0,0,0.0,9.2,0.0
Michael Palmer,TE,FA,2010,9,2,2,11,5.5,1,0,0,0.0,0,0.0,8.1,0.0
Dustin Keller,TE,FA,2010,9,4,5,59,14.8,0,0,0,0.0,0,0.0,7.9,0.0
Jeremy Shockey,TE,FA,2010,9,1,2,7,7.0,1,0,0,0.0,0,0.0,7.2,0.0
James Casey,TE,FA,2010,9,4,6,48,12.0,0,0,0,0.0,0,0.0,6.8,0.0
Kevin Boss,TE,FA,2010,9,2,2,15,7.5,1,0,0,0.0,0,0.0,6.5,0.0
David Thomas,TE,FA,2010,9,4,6,45,11.3,0,0,0,0.0,0,0.0,6.5,0.0
Jason Witten,TE,FA,2010,9,3,4,44,14.7,0,0,0,0.0,0,0.0,5.9,0.0
Rob Gronkowski,TE,FA,2010,9,4,8,47,11.8,0,0,0,0.0,0,0.0,4.7,0.0
Kellen Winslow,TE,FA,2010,9,3,4,31,10.3,0,0,0,0.0,0,0.0,4.6,0.0
Kris Wilson,TE,FA,2010,9,1,1,37,37.0,0,0,0,0.0,0,0.0,4.2,0.0
Anthony Fasano,TE,FA,2010,9,3,7,26,8.7,0,0,0,0.0,0,0.0,4.1,0.0
Heath Miller,TE,FA,2010,9,3,5,21,7.0,0,0,0,0.0,0,0.0,3.6,0.0
Brandon Myers,TE,FA,2010,9,3,4,20,6.7,0,0,0,0.0,0,0.0,3.5,0.0
Martellus Bennett,TE,FA,2010,9,3,3,20,6.7,0,0,0,0.0,0,0.0,3.5,0.0
Todd Heap,TE,FA,2010,9,2,2,23,11.5,0,0,0,0.0,0,0.0,3.3,0.0
Jeff King,TE,FA,2010,9,3,5,17,5.7,0,0,0,0.0,0,0.0,3.2,0.0
Tony Scheffler,TE,FA,2010,9,2,5,22,11.0,0,0,0,0.0,0,0.0,3.2,0.0
Benjamin Watson,TE,FA,2010,9,1,4,24,24.0,0,0,0,0.0,0,0.0,2.9,0.0
Evan Moore,TE,FA,2010,9,1,1,17,17.0,0,0,0,0.0,0,0.0,2.2,0.0
Jim Dray,TE,FA,2010,9,1,1,17,17.0,0,0,0,0.0,0,0.0,2.2,0.0
Jermaine Gresham,TE,FA,2010,9,2,3,11,5.5,0,0,0,0.0,0,0.0,2.1,0.0
Dante Rosario,TE,FA,2010,9,2,5,10,5.0,0,0,0,0.0,0,0.0,2.0,0.0
John Carlson,TE,FA,2010,9,2,2,9,4.5,0,0,0,0.0,0,0.0,1.9,0.0
Matt Spaeth,TE,FA,2010,9,1,1,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
David Martin,TE,FA,2010,9,1,1,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
Bear Pascoe,TE,FA,2010,9,1,1,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
Brandon Manumaleuna,TE,FA,2010,9,1,1,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Chris Baker,TE,FA,2010,9,1,2,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Tom Crabtree,TE,FA,2010,9,1,2,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Stephen Spach,TE,FA,2010,9,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Jeff Dugan,TE,FA,2010,9,1,2,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Dwayne Bowe,WR,FA,2010,10,13,18,186,14.3,2,0,0,0.0,0,0.0,37.1,0.0
Roddy White,WR,FA,2010,10,12,17,138,11.5,2,0,0,0.0,0,0.0,31.8,0.0
Mike Wallace,WR,FA,2010,10,8,11,136,17.0,2,0,0,0.0,0,0.0,29.6,0.0
Mike Thomas,WR,FA,2010,10,8,9,149,18.6,1,2,18,9.0,0,0.0,26.7,0.0
Andre Johnson,WR,FA,2010,10,9,11,146,16.2,1,0,0,0.0,0,0.0,25.1,0.0
Brandon Lloyd,WR,FA,2010,10,6,10,90,15.0,2,0,0,0.0,0,0.0,24.0,0.0
Calvin Johnson,WR,FA,2010,10,10,14,128,12.8,1,0,0,0.0,0,0.0,23.8,0.0
Mario Manningham,WR,FA,2010,10,10,16,91,9.1,1,0,0,0.0,0,0.0,20.1,0.0
Mike Williams,WR,FA,2010,10,11,17,145,13.2,0,1,0,0.0,0,0.0,20.0,0.0
Chad Johnson,WR,FA,2010,10,7,13,86,12.3,1,0,0,0.0,0,0.0,18.1,0.0
Kevin Walter,WR,FA,2010,10,6,6,90,15.0,1,0,0,0.0,0,0.0,18.0,0.0
Dez Bryant,WR,FA,2010,10,3,5,104,34.7,1,0,0,0.0,0,0.0,17.9,0.0
DeSean Jackson,WR,FA,2010,10,2,3,98,49.0,1,1,5,5.0,0,0.0,17.3,0.0
Jeremy Maclin,WR,FA,2010,10,4,6,79,19.8,1,1,11,11.0,0,0.0,17.0,0.0
Early Doucet,WR,FA,2010,10,6,10,71,11.8,1,1,2,2.0,0,0.0,16.3,0.0
Santonio Holmes,WR,FA,2010,10,5,8,76,15.2,1,0,0,0.0,0,0.0,16.1,0.0
Jason Avant,WR,FA,2010,10,5,5,76,15.2,1,0,0,0.0,0,0.0,16.1,0.0
Danny Amendola,WR,FA,2010,10,7,8,51,7.3,1,2,12,6.0,0,0.0,15.8,0.0
Deon Butler,WR,FA,2010,10,4,7,66,16.5,1,1,4,4.0,0,0.0,15.0,0.0
Larry Fitzgerald,WR,FA,2010,10,7,15,91,13.0,0,0,0,0.0,0,0.0,14.6,0.0
Percy Harvin,WR,FA,2010,10,4,6,64,16.0,1,0,0,0.0,0,0.0,14.4,0.0
Michael Crabtree,WR,FA,2010,10,4,5,61,15.3,1,0,0,0.0,0,0.0,14.1,0.0
Miles Austin,WR,FA,2010,10,2,3,68,34.0,1,1,0,0.0,0,0.0,13.8,0.0
Anquan Boldin,WR,FA,2010,10,5,7,50,10.0,1,0,0,0.0,0,0.0,13.5,0.0
Jabar Gaffney,WR,FA,2010,10,3,5,57,19.0,1,0,0,0.0,0,0.0,13.2,0.0
Wes Welker,WR,FA,2010,10,8,12,89,11.1,0,0,0,0.0,0,0.0,12.9,0.0
Derrick Mason,WR,FA,2010,10,4,6,48,12.0,1,0,0,0.0,0,0.0,12.8,0.0
Emmanuel Sanders,WR,FA,2010,10,5,9,41,8.2,1,0,0,0.0,0,0.0,12.6,0.0
Brian Hartline,WR,FA,2010,10,5,7,98,19.6,0,0,0,0.0,0,0.0,12.3,0.0
Jerricho Cotchery,WR,FA,2010,10,3,4,43,14.3,1,0,0,0.0,0,0.0,11.8,0.0
Devin Hester,WR,FA,2010,10,4,6,38,9.5,1,0,0,0.0,0,0.0,11.8,0.0
Steve Breaston,WR,FA,2010,10,4,10,98,24.5,0,0,0,0.0,0,0.0,11.8,0.0
Chris Chambers,WR,FA,2010,10,4,8,36,9.0,1,0,0,0.0,0,0.0,11.6,0.0
Johnny Knox,WR,FA,2010,10,5,7,90,18.0,0,0,0,0.0,0,0.0,11.5,0.0
Brandon Gibson,WR,FA,2010,10,8,9,72,9.0,0,0,0,0.0,0,0.0,11.2,0.0
Hakeem Nicks,WR,FA,2010,10,5,8,82,16.4,0,0,0,0.0,0,0.0,10.7,0.0
Deion Branch,WR,FA,2010,10,7,8,71,10.1,0,0,0,0.0,0,0.0,10.6,0.0
Nate Washington,WR,FA,2010,10,3,9,26,8.7,1,0,0,0.0,0,0.0,10.1,0.0
Arrelious Benn,WR,FA,2010,10,2,2,29,14.5,1,0,0,0.0,0,0.0,9.9,0.0
Anthony Armstrong,WR,FA,2010,10,3,5,83,27.7,0,0,0,0.0,0,0.0,9.8,0.0
Ben Obomanu,WR,FA,2010,10,4,5,60,15.0,0,2,17,8.5,0,0.0,9.7,0.0
Antwaan Randle El,WR,FA,2010,10,5,9,66,13.2,0,0,0,0.0,0,0.0,9.1,0.0
Mike Williams,WR,FA,2010,10,4,7,68,17.0,0,0,0,0.0,0,0.0,8.8,0.0
Eddie Royal,WR,FA,2010,10,5,5,39,7.8,0,2,20,10.0,0,0.0,8.4,0.0
Terrell Owens,WR,FA,2010,10,4,8,64,16.0,0,0,0,0.0,0,0.0,8.4,0.0
Nate Burleson,WR,FA,2010,10,4,8,47,11.8,0,1,17,17.0,0,0.0,8.4,0.0
Terrance Copper,WR,FA,2010,10,5,8,55,11.0,0,0,0,0.0,0,0.0,8.0,0.0
Braylon Edwards,WR,FA,2010,10,4,7,59,14.8,0,0,0,0.0,0,0.0,7.9,0.0
Mohamed Massaquoi,WR,FA,2010,10,2,4,8,4.0,1,0,0,0.0,0,0.0,7.8,0.0
Michael Jenkins,WR,FA,2010,10,5,10,48,9.6,0,0,0,0.0,0,0.0,7.3,0.0
Josh Morgan,WR,FA,2010,10,1,4,65,65.0,0,0,0,0.0,0,0.0,7.0,0.0
Demaryius Thomas,WR,FA,2010,10,3,5,51,17.0,0,0,0,0.0,0,0.0,6.6,0.0
Steve Smith,WR,FA,2010,10,3,6,47,15.7,0,0,0,0.0,0,0.0,6.2,0.0
Pierre Garcon,WR,FA,2010,10,5,9,37,7.4,0,0,0,0.0,0,0.0,6.2,0.0
Lee Evans,WR,FA,2010,10,2,5,52,26.0,0,0,0,0.0,0,0.0,6.2,0.0
Brandon Tate,WR,FA,2010,10,2,4,50,25.0,0,0,0,0.0,0,0.0,6.0,0.0
David Gettis,WR,FA,2010,10,3,3,42,14.0,0,0,0,0.0,0,0.0,5.7,0.0
Brandon James,WR,FA,2010,10,4,8,36,9.0,0,0,0,0.0,0,0.0,5.6,0.0
Josh Cribbs,WR,FA,2010,10,1,1,37,37.0,0,1,14,14.0,0,0.0,5.6,0.0
Steve Johnson,WR,FA,2010,10,3,8,37,12.3,0,0,0,0.0,0,0.0,5.2,0.0
Brandon LaFell,WR,FA,2010,10,3,4,36,12.0,0,0,0,0.0,0,0.0,5.1,0.0
Brad Smith,WR,FA,2010,10,1,1,6,6.0,0,5,39,7.8,0,0.0,5.0,0.0
Reggie Wayne,WR,FA,2010,10,3,6,34,11.3,0,0,0,0.0,0,0.0,4.9,0.0
Ramses Barden,WR,FA,2010,10,3,4,34,11.3,0,0,0,0.0,0,0.0,4.9,0.0
Davone Bess,WR,FA,2010,10,4,6,29,7.3,0,0,0,0.0,0,0.0,4.9,0.0
Brandon Marshall,WR,FA,2010,10,3,7,34,11.3,0,0,0,0.0,0,0.0,4.9,0.0
Roy Williams,WR,FA,2010,10,2,2,33,16.5,0,0,0,0.0,0,0.0,4.3,0.0
Santana Moss,WR,FA,2010,10,3,5,28,9.3,0,0,0,0.0,0,0.0,4.3,0.0
Verran Tucker,WR,FA,2010,10,1,3,38,38.0,0,0,0,0.0,0,0.0,4.3,0.0
Mike Sims-Walker,WR,FA,2010,10,3,4,26,8.7,0,0,0,0.0,0,0.0,4.1,0.0
Earl Bennett,WR,FA,2010,10,3,6,21,7.0,0,1,4,4.0,0,0.0,4.0,0.0
David Anderson,WR,FA,2010,10,2,3,27,13.5,0,0,0,0.0,0,0.0,3.7,0.0
Laurent Robinson,WR,FA,2010,10,2,6,24,12.0,0,0,0,0.0,0,0.0,3.4,0.0
Donte' Stallworth,WR,FA,2010,10,0,0,0,0.0,0,2,34,17.0,0,0.0,3.4,0.0
Justin Gage,WR,FA,2010,10,3,9,18,6.0,0,0,0,0.0,0,0.0,3.3,0.0
Randy Moss,WR,FA,2010,10,1,4,26,26.0,0,0,0,0.0,0,0.0,3.1,0.0
David Clowney,WR,FA,2010,10,1,2,25,25.0,0,0,0,0.0,0,0.0,3.0,0.0
Chansi Stuckey,WR,FA,2010,10,4,6,27,6.8,0,0,0,0.0,0,0.0,2.7,0.0
Brian Finneran,WR,FA,2010,10,2,3,16,8.0,0,0,0,0.0,0,0.0,2.6,0.0
Donald Jones,WR,FA,2010,10,1,4,20,20.0,0,0,0,0.0,0,0.0,2.5,0.0
T.J. Houshmandzadeh,WR,FA,2010,10,2,6,14,7.0,0,0,0,0.0,0,0.0,2.4,0.0
Jordan Shipley,WR,FA,2010,10,2,2,13,6.5,0,0,0,0.0,0,0.0,2.3,0.0
Greg Lewis,WR,FA,2010,10,1,3,13,13.0,0,0,0,0.0,0,0.0,1.8,0.0
Harry Douglas,WR,FA,2010,10,1,4,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Greg Camarillo,WR,FA,2010,10,1,4,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
Roydell Williams,WR,FA,2010,10,1,2,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Devin Aromashodu,WR,FA,2010,10,1,2,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Jacoby Jones,WR,FA,2010,10,1,2,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Preston Parker,WR,FA,2010,10,1,2,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Keiland Williams,RB,FA,2010,10,4,7,50,12.5,1,16,89,5.6,2,0.0,33.9,0.0
Fred Jackson,RB,FA,2010,10,6,7,37,6.2,1,25,133,5.3,1,0.0,30.0,0.0
Maurice Jones-Drew,RB,FA,2010,10,2,3,23,11.5,0,24,100,4.2,2,0.0,25.3,0.0
Steven Jackson,RB,FA,2010,10,8,9,67,8.4,0,20,81,4.1,1,0.0,24.8,0.0
Knowshon Moreno,RB,FA,2010,10,3,3,50,16.7,1,22,106,4.8,0,0.0,23.1,0.0
Frank Gore,RB,FA,2010,10,3,4,67,22.3,0,22,87,4.0,1,0.0,22.9,0.0
Felix Jones,RB,FA,2010,10,3,3,85,28.3,1,14,51,3.6,0,0.0,21.1,0.0
Jamaal Charles,RB,FA,2010,10,5,9,80,16.0,1,14,41,2.9,0,0.0,20.6,0.0
Chris Johnson,RB,FA,2010,10,1,3,7,7.0,0,17,117,6.9,1,0.0,18.9,0.0
Jerome Harrison,RB,FA,2010,10,1,1,15,15.0,0,11,109,9.9,1,0.0,18.9,0.0
LeSean McCoy,RB,FA,2010,10,5,6,51,10.2,1,11,43,3.9,0,0.0,17.9,0.0
Justin Forsett,RB,FA,2010,10,3,4,31,10.3,0,9,64,7.1,1,0.0,17.0,0.0
Peyton Hillis,RB,FA,2010,10,4,5,27,6.8,0,19,82,4.3,1,0.0,16.9,0.0
Ahmad Bradshaw,RB,FA,2010,10,6,7,62,10.3,0,20,73,3.7,0,0.0,16.5,0.0
Mewelde Moore,RB,FA,2010,10,5,5,79,15.8,0,4,14,3.5,0,0.0,15.8,0.0
Jason Snelling,RB,FA,2010,10,6,7,56,9.3,1,3,11,3.7,0,0.0,15.7,0.0
Cadillac Williams,RB,FA,2010,10,2,2,23,11.5,0,5,62,12.4,1,0.0,15.5,0.0
LeGarrette Blount,RB,FA,2010,10,0,1,0,0.0,0,19,91,4.8,1,0.0,15.1,0.0
BenJarvus Green-Ellis,RB,FA,2010,10,4,5,36,9.0,0,18,87,4.8,0,0.0,14.3,0.0
LaDainian Tomlinson,RB,FA,2010,10,6,10,53,8.8,0,18,57,3.2,0,0.0,14.0,0.0
Tim Hightower,RB,FA,2010,10,2,3,23,11.5,0,13,39,3.0,1,0.0,13.2,0.0
Marshawn Lynch,RB,FA,2010,10,2,2,33,16.5,0,13,29,2.2,1,0.0,13.2,0.0
Arian Foster,RB,FA,2010,10,1,2,4,4.0,0,15,56,3.7,1,0.0,12.5,0.0
Ray Rice,RB,FA,2010,10,3,5,43,14.3,0,12,59,4.9,0,0.0,11.7,0.0
Patrick Cobbs,RB,FA,2010,10,3,5,35,11.7,1,1,1,1.0,0,0.0,11.1,0.0
Shonn Greene,RB,FA,2010,10,3,3,22,7.3,0,20,72,3.6,0,0.0,10.9,0.0
Mike Goodson,RB,FA,2010,10,3,4,13,4.3,0,23,100,4.3,0,0.0,10.8,0.0
Adrian Peterson,RB,FA,2010,10,4,7,24,6.0,0,17,51,3.0,0,0.0,9.5,0.0
Javarris James,RB,FA,2010,10,0,0,0,0.0,0,10,26,2.6,1,0.0,8.6,0.0
Spencer Larsen,RB,FA,2010,10,1,1,3,3.0,1,2,17,8.5,0,0.0,8.5,0.0
Darrel Young,RB,FA,2010,10,1,1,3,3.0,1,1,16,16.0,0,0.0,8.4,0.0
Matt Forte,RB,FA,2010,10,1,2,9,9.0,0,21,69,3.3,0,0.0,8.3,0.0
Ricky Williams,RB,FA,2010,10,2,2,6,3.0,0,11,64,5.8,0,0.0,8.0,0.0
Kevin Smith,RB,FA,2010,10,3,4,41,13.7,0,6,19,3.2,0,0.0,7.5,0.0
Ronnie Brown,RB,FA,2010,10,0,1,0,0.0,0,12,11,0.9,1,0.0,7.1,0.0
Josh Vaughan,RB,FA,2010,10,0,0,0,0.0,0,3,7,2.3,1,0.0,6.7,0.0
Rashard Mendenhall,RB,FA,2010,10,2,3,5,2.5,0,11,50,4.5,0,0.0,6.5,0.0
Brian Leonard,RB,FA,2010,10,2,2,8,4.0,0,1,42,42.0,0,0.0,6.0,0.0
Jahvid Best,RB,FA,2010,10,4,5,4,1.0,0,17,35,2.1,0,0.0,5.9,0.0
Chester Taylor,RB,FA,2010,10,3,4,8,2.7,0,11,33,3.0,0,0.0,5.6,0.0
Cedric Benson,RB,FA,2010,10,5,5,27,5.4,0,14,24,1.7,0,0.0,5.6,0.0
Donald Brown,RB,FA,2010,10,0,1,0,0.0,0,12,50,4.2,0,0.0,5.0,0.0
Marion Barber,RB,FA,2010,10,1,2,-2,-2.0,0,8,47,5.9,0,0.0,5.0,0.0
Toby Gerhart,RB,FA,2010,10,2,2,17,8.5,0,4,20,5.0,0,0.0,4.7,0.0
Danny Woodhead,RB,FA,2010,10,2,3,22,11.0,0,4,11,2.8,0,0.0,4.3,0.0
Michael Turner,RB,FA,2010,10,0,0,0,0.0,0,17,39,2.3,0,0.0,3.9,0.0
