player_name,player_position,player_team,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Chris Godwin,WR,TB,1,5,6,51,10.2,0,0,0,0.0,0,0.0,7.6,0.0
Marquise Brown,WR,ARI,1,3,5,28,9.3,0,1,29,29.0,0,0.0,7.2,0.0
Calvin Austin III,WR,PIT,1,6,6,37,6.2,0,0,0,0.0,0,0.0,6.7,0.0
Ja'Marr Chase,WR,CIN,1,5,9,39,7.8,0,1,2,2.0,0,0.0,6.6,0.0
Jahan Dotson,WR,WAS,1,5,7,40,8.0,0,0,0,0.0,0,0.0,6.5,0.0
Mike Williams,WR,LAC,1,4,5,45,11.3,0,0,0,0.0,0,0.0,6.5,0.0
Diontae Johnson,WR,PIT,1,3,6,48,16.0,0,0,0,0.0,0,0.0,6.3,0.0
George Pickens,WR,PIT,1,5,7,36,7.2,0,0,0,0.0,0,0.0,6.1,0.0
Xavier Gipson,WR,NYJ,1,0,0,0,0.0,0,0,0,0.0,0,0.0,6.0,0.0
Demario Douglas,WR,NE,1,4,7,40,10.0,0,0,0,0.0,0,0.0,6.0,0.0
Rondale Moore,WR,ARI,1,3,3,33,11.0,0,2,12,6.0,0,0.0,6.0,0.0
Marquez Valdes-Scantling,WR,KC,1,2,2,48,24.0,0,0,0,0.0,0,0.0,5.8,0.0
Braxton Berrios,WR,MIA,1,3,5,42,14.0,0,0,0,0.0,0,0.0,5.7,0.0
Jayden Reed,WR,GB,1,2,5,48,24.0,0,1,-2,-2.0,0,0.0,5.6,0.0
Allen Lazard,WR,NYJ,1,2,4,46,23.0,0,0,0,0.0,0,0.0,5.6,0.0
Justin Watson,WR,KC,1,2,4,45,22.5,0,0,0,0.0,0,0.0,5.5,0.0
JuJu Smith-Schuster,WR,NE,1,4,7,33,8.3,0,0,0,0.0,0,0.0,5.3,0.0
Amari Cooper,WR,CLE,1,3,7,37,12.3,0,0,0,0.0,0,0.0,5.2,0.0
Rashod Bateman,WR,BAL,1,3,3,35,11.7,0,0,0,0.0,0,0.0,5.0,0.0
Tank Dell,WR,HOU,1,3,4,34,11.3,0,0,0,0.0,0,0.0,4.9,0.0
Odell Beckham Jr.,WR,BAL,1,2,3,37,18.5,0,0,0,0.0,0,0.0,4.7,0.0
Mack Hollins,WR,ATL,1,3,4,31,10.3,0,0,0,0.0,0,0.0,4.6,0.0
K.J. Osborn,WR,MIN,1,3,6,31,10.3,0,0,0,0.0,0,0.0,4.6,0.0
Josh Downs,WR,IND,1,3,7,30,10.0,0,0,0,0.0,0,0.0,4.5,0.0
Van Jefferson,WR,ATL,1,4,5,24,6.0,0,0,0,0.0,0,0.0,4.4,0.0
Gabe Davis,WR,BUF,1,2,4,32,16.0,0,0,0,0.0,0,0.0,4.2,0.0
Terry McLaurin,WR,WAS,1,2,4,31,15.5,0,0,0,0.0,0,0.0,4.1,0.0
Brandon Johnson,WR,DEN,1,2,3,31,15.5,0,0,0,0.0,0,0.0,4.1,0.0
Treylon Burks,WR,TEN,1,2,3,18,9.0,0,1,9,9.0,0,0.0,3.7,0.0
DJ Moore,WR,CHI,1,2,2,25,12.5,0,0,0,0.0,0,0.0,3.5,0.0
Noah Brown,WR,HOU,1,3,4,20,6.7,0,1,-1,-1.0,0,0.0,3.4,0.0
Terrace Marshall Jr.,WR,CAR,1,2,6,23,11.5,0,0,0,0.0,0,0.0,3.3,0.0
Brandin Cooks,WR,DAL,1,2,4,22,11.0,0,0,0,0.0,0,0.0,3.2,0.0
Laviska Shenault Jr.,WR,CAR,1,2,2,16,8.0,0,2,5,2.5,0,0.0,3.1,0.0
Darius Slayton,WR,NYG,1,3,5,15,5.0,0,0,0,0.0,0,0.0,3.0,0.0
Michael Wilson,WR,ARI,1,2,4,19,9.5,0,0,0,0.0,0,0.0,2.9,0.0
Deonte Harty,WR,BUF,1,3,4,9,3.0,0,1,4,4.0,0,0.0,2.8,0.0
Samori Toure,WR,GB,1,2,3,18,9.0,0,0,0,0.0,0,0.0,2.8,0.0
Jaxon Smith-Njigba,WR,SEA,1,3,5,13,4.3,0,0,0,0.0,0,0.0,2.8,0.0
Jonathan Mingo,WR,CAR,1,2,5,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Quez Watkins,WR,PHI,1,2,2,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Lawrence Cager,WR,NYG,1,2,2,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Kalif Raymond,WR,DET,1,1,1,20,20.0,0,0,0,0.0,0,0.0,2.5,0.0
Tyler Scott,WR,CHI,1,2,2,14,7.0,0,0,0,0.0,0,0.0,2.4,0.0
Adam Thielen,WR,CAR,1,2,2,12,6.0,0,0,0,0.0,0,0.0,2.2,0.0
Deven Thompkins,WR,TB,1,2,3,10,5.0,0,0,0,0.0,0,0.0,2.0,0.0
Tyler Boyd,WR,CIN,1,2,3,10,5.0,0,0,0,0.0,0,0.0,2.0,0.0
Tyler Lockett,WR,SEA,1,2,4,10,5.0,0,0,0,0.0,0,0.0,2.0,0.0
Marvin Mims Jr.,WR,DEN,1,2,2,9,4.5,0,0,0,0.0,0,0.0,1.9,0.0
Quentin Johnston,WR,LAC,1,2,3,9,4.5,0,0,0,0.0,0,0.0,1.9,0.0
Donovan Peoples-Jones,WR,CLE,1,1,2,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Erik Ezukanma,WR,MIA,1,0,0,0,0.0,0,2,17,8.5,0,0.0,1.7,0.0
Michael Gallup,WR,DAL,1,1,2,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
Christian Kirk,WR,JAC,1,1,3,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Xavier Hutchinson,WR,HOU,1,1,1,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Justyn Ross,WR,KC,1,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Richie James Jr.,WR,KC,1,1,2,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Derius Davis,WR,LAC,1,1,1,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
DeAndre Carter,WR,LV,1,1,1,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Alec Pierce,WR,IND,1,1,3,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Joshua Palmer,WR,LAC,1,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Isaiah Hodgins,WR,NYG,1,1,3,24,24.0,0,0,0,0.0,0,0.0,0.9,0.0
Parris Campbell,WR,NYG,1,1,4,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Kadarius Toney,WR,KC,1,1,5,1,1.0,0,1,-1,-1.0,0,0.0,0.5,0.0
Skyy Moore,WR,KC,1,0,3,0,0.0,0,1,4,4.0,0,0.0,0.4,0.0
Aaron Jones,RB,GB,1,2,4,86,43.0,1,9,41,4.6,1,0.0,25.7,0.0
Christian McCaffrey,RB,SF,1,3,5,17,5.7,0,22,152,6.9,1,0.0,24.4,0.0
Austin Ekeler,RB,LAC,1,4,5,47,11.8,0,16,117,7.3,1,0.0,24.4,0.0
Tyler Allgeier,RB,ATL,1,3,3,19,6.3,0,15,75,5.0,2,0.0,22.9,0.0
Tony Pollard,RB,DAL,1,2,3,12,6.0,0,14,70,5.0,2,0.0,21.2,0.0
Travis Etienne Jr.,RB,JAC,1,5,5,27,5.4,0,18,77,4.3,1,0.0,18.9,0.0
Kyren Williams,RB,LAR,1,0,2,2,0.0,0,15,52,3.5,2,0.0,17.4,0.0
Bijan Robinson,RB,ATL,1,6,6,27,4.5,1,10,56,5.6,0,0.0,17.3,0.0
Breece Hall,RB,NYJ,1,1,2,20,20.0,0,10,127,12.7,0,0.0,15.2,0.0
Joshua Kelley,RB,LAC,1,0,1,0,0.0,0,16,91,5.7,1,0.0,15.1,0.0
Nick Chubb,RB,CLE,1,4,4,21,5.3,0,18,106,5.9,0,0.0,14.7,0.0
Roschon Johnson,RB,CHI,1,6,7,35,5.8,0,5,20,4.0,1,0.0,14.5,0.0
David Montgomery,RB,DET,1,0,0,0,0.0,0,21,74,3.5,1,0.0,13.4,0.0
Brian Robinson Jr.,RB,WAS,1,1,2,7,7.0,1,19,59,3.1,0,0.0,13.1,0.0
Derrick Henry,RB,TEN,1,2,3,56,28.0,0,15,63,4.2,0,0.0,12.9,0.0
Justice Hill,RB,BAL,1,0,0,0,0.0,0,8,9,1.1,2,0.0,12.9,0.0
Raheem Mostert,RB,MIA,1,2,2,13,6.5,0,10,37,3.7,1,0.0,12.0,0.0
Alexander Mattison,RB,MIN,1,3,4,10,3.3,1,11,34,3.1,0,0.0,11.9,0.0
Rhamondre Stevenson,RB,NE,1,6,6,64,10.7,0,12,25,2.1,0,0.0,11.9,0.0
J.K. Dobbins,RB,BAL,1,2,3,15,7.5,0,8,22,2.8,1,0.0,10.7,0.0
Khalil Herbert,RB,CHI,1,3,5,37,12.3,0,9,27,3.0,0,0.0,9.9,0.0
Miles Sanders,RB,CAR,1,4,6,26,6.5,0,18,72,4.0,0,0.0,9.8,0.0
Samaje Perine,RB,DEN,1,4,4,37,9.3,0,8,41,5.1,0,0.0,9.8,0.0
James Conner,RB,ARI,1,5,5,8,1.6,0,14,62,4.4,0,0.0,9.5,0.0
Kenneth Gainwell,RB,PHI,1,4,4,20,5.0,0,14,54,3.9,0,0.0,9.4,0.0
Cam Akers,RB,MIN,1,0,0,0,0.0,0,22,29,1.3,1,0.0,8.9,0.0
Joe Mixon,RB,CIN,1,3,5,17,5.7,0,13,56,4.3,0,0.0,8.8,0.0
Kenneth Walker III,RB,SEA,1,4,5,3,0.8,0,12,64,5.3,0,0.0,8.7,0.0
James Cook,RB,BUF,1,4,6,17,4.3,0,12,46,3.8,0,0.0,8.3,0.0
Josh Jacobs,RB,LV,1,2,3,23,11.5,0,19,48,2.5,0,0.0,8.1,0.0
Chuba Hubbard,RB,CAR,1,2,2,9,4.5,0,9,60,6.7,0,0.0,7.9,0.0
Saquon Barkley,RB,NYG,1,3,4,12,4.0,0,12,51,4.3,0,0.0,7.8,0.0
Javonte Williams,RB,DEN,1,4,6,5,1.3,0,13,52,4.0,0,0.0,7.7,0.0
Isiah Pacheco,RB,KC,1,4,4,31,7.8,0,8,23,2.9,0,0.0,7.4,0.0
Dalvin Cook,RB,NYJ,1,3,3,26,8.7,0,13,33,2.5,0,0.0,7.4,0.0
Jahmyr Gibbs,RB,DET,1,2,2,18,9.0,0,7,42,6.0,0,0.0,7.0,0.0
Jamaal Williams,RB,NO,1,2,2,7,3.5,0,18,45,2.5,0,0.0,6.2,0.0
Rachaad White,RB,TB,1,2,2,10,5.0,0,17,39,2.3,0,0.0,5.9,0.0
Dameon Pierce,RB,HOU,1,2,3,9,4.5,0,11,38,3.5,0,0.0,5.7,0.0
Tank Bigsby,RB,JAC,1,0,1,0,0.0,0,7,13,1.9,1,0.0,5.3,0.0
Gus Edwards,RB,BAL,1,0,0,0,0.0,0,8,32,4.0,0,0.0,5.2,0.0
Ezekiel Elliott,RB,NE,1,5,7,14,2.8,0,7,29,4.1,0,0.0,4.8,0.0
AJ Dillon,RB,GB,1,2,3,17,8.5,0,13,19,1.5,0,0.0,4.6,0.0
Alec Ingold,RB,MIA,1,2,2,34,17.0,0,0,0,0.0,0,0.0,4.4,0.0
Najee Harris,RB,PIT,1,2,2,2,1.0,0,6,31,5.2,0,0.0,4.3,0.0
Jaylen Warren,RB,PIT,1,5,6,12,2.4,0,3,6,2.0,0,0.0,4.3,0.0
D'Onta Foreman,RB,CHI,1,2,3,8,4.0,0,5,16,3.2,0,0.0,3.4,0.0
Clyde Edwards-Helaire,RB,KC,1,1,1,7,7.0,0,6,22,3.7,0,0.0,3.4,0.0
Sean Tucker,RB,TB,1,2,2,9,4.5,0,5,15,3.0,0,0.0,3.4,0.0
Tyjae Spears,RB,TEN,1,1,4,1,1.0,0,3,27,9.0,0,0.0,3.3,0.0
Mike Boone,RB,HOU,1,3,4,18,6.0,0,0,0,0.0,0,0.0,3.3,0.0
Damien Harris,RB,BUF,1,2,2,16,8.0,0,1,3,3.0,0,0.0,2.9,0.0
Michael Carter,RB,NYJ,1,2,2,12,6.0,0,1,6,6.0,0,0.0,2.8,0.0
Jake Funk,RB,MIA,1,1,1,12,12.0,0,2,10,5.0,0,0.0,2.7,0.0
Ty Montgomery II,RB,NE,1,2,3,9,4.5,0,1,7,7.0,0,0.0,2.6,0.0
Rico Dowdle,RB,DAL,1,0,0,0,0.0,0,6,24,4.0,0,0.0,2.4,0.0
Ty Chandler,RB,MIN,1,1,1,18,18.0,0,3,0,0.0,0,0.0,2.3,0.0
DeeJay Dallas,RB,SEA,1,1,1,14,14.0,0,2,4,2.0,0,0.0,2.3,0.0
Patrick Taylor Jr.,RB,FA,1,0,0,0,0.0,0,5,22,4.4,0,0.0,2.2,0.0
Latavius Murray,RB,BUF,1,1,2,9,9.0,0,2,8,4.0,0,0.0,2.2,0.0
Gary Brightwell,RB,NYG,1,2,2,6,3.0,0,1,5,5.0,0,0.0,2.1,0.0
Anthony McFarland Jr.,RB,PIT,1,2,2,11,5.5,0,0,0,0.0,0,0.0,2.1,0.0
C.J. Ham,RB,MIN,1,2,3,7,3.5,0,0,0,0.0,0,0.0,1.7,0.0
Jerome Ford,RB,CLE,1,0,0,0,0.0,0,15,36,2.4,0,0.0,1.6,0.0
Chris Evans,RB,CIN,1,1,1,-1,-1.0,0,2,12,6.0,0,0.0,1.6,0.0
Jerick McKinnon,RB,KC,1,1,2,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
Boston Scott,RB,PHI,1,1,1,7,7.0,0,1,3,3.0,0,0.0,1.5,0.0
Devin Singletary,RB,HOU,1,0,0,0,0.0,0,7,15,2.1,0,0.0,1.5,0.0
Deon Jackson,RB,CLE,1,5,6,14,2.8,0,13,14,1.1,0,0.0,1.3,0.0
Zamir White,RB,LV,1,1,1,5,5.0,0,1,2,2.0,0,0.0,1.2,0.0
Evan Hull,RB,IND,1,1,1,6,6.0,0,1,1,1.0,0,0.0,1.2,0.0
Matt Breida,RB,NYG,1,1,1,-3,-3.0,0,2,9,4.5,0,0.0,1.1,0.0
Salvon Ahmed,RB,MIA,1,0,3,0,0.0,0,3,11,3.7,0,0.0,1.1,0.0
Zach Charbonnet,RB,SEA,1,0,0,0,0.0,0,3,11,3.7,0,0.0,1.1,0.0
Elijah Mitchell,RB,SF,1,0,1,0,0.0,0,5,10,2.0,0,0.0,1.0,0.0
Chase Edmonds,RB,TB,1,0,0,0,0.0,0,2,8,4.0,0,0.0,0.8,0.0
Deuce Vaughn,RB,DAL,1,0,0,0,0.0,0,6,8,1.3,0,0.0,0.8,0.0
Michael Burton,RB,DEN,1,1,1,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
D'Andre Swift,RB,PHI,1,1,2,0,0.0,0,1,3,3.0,0,0.0,0.8,0.0
Trayveon Williams,RB,CIN,1,0,0,0,0.0,0,2,7,3.5,0,0.0,0.7,0.0
Chris Rodriguez Jr.,RB,WAS,1,0,0,0,0.0,0,3,7,2.3,0,0.0,0.7,0.0
Tony Jones Jr.,RB,NO,1,0,0,0,0.0,0,1,5,5.0,0,0.0,0.5,0.0
Antonio Gibson,RB,WAS,1,1,1,10,10.0,0,3,9,3.0,0,0.0,0.4,0.0
Hunter Henry,TE,NE,1,5,6,56,11.2,1,0,0,0.0,0,0.0,14.1,0.0
Hayden Hurst,TE,CAR,1,5,7,41,8.2,1,0,0,0.0,0,0.0,12.6,0.0
Donald Parham Jr.,TE,LAC,1,3,3,22,7.3,1,0,0,0.0,0,0.0,9.7,0.0
Blake Bell,TE,KC,1,2,3,12,6.0,1,0,0,0.0,0,0.0,8.2,0.0
Harrison Bryant,TE,CLE,1,2,2,5,2.5,1,0,0,0.0,0,0.0,7.5,0.0
T.J. Hockenson,TE,MIN,1,8,9,35,4.4,0,0,0,0.0,0,0.0,7.5,0.0
Evan Engram,TE,JAC,1,5,5,49,9.8,0,0,0,0.0,0,0.0,7.4,0.0
Cole Kmet,TE,CHI,1,5,7,44,8.8,0,1,0,0.0,0,0.0,6.9,0.0
Pat Freiermuth,TE,PIT,1,1,4,3,3.0,1,0,0,0.0,0,0.0,6.8,0.0
Luke Musgrave,TE,GB,1,3,4,50,16.7,0,0,0,0.0,0,0.0,6.5,0.0
Tyler Higbee,TE,LAR,1,3,3,49,16.3,0,0,0,0.0,0,0.0,6.4,0.0
Sam LaPorta,TE,DET,1,5,5,39,7.8,0,0,0,0.0,0,0.0,6.4,0.0
Logan Thomas,TE,WAS,1,4,8,43,10.8,0,0,0,0.0,0,0.0,6.3,0.0
Kylen Granson,TE,IND,1,4,6,39,9.8,0,0,0,0.0,0,0.0,5.9,0.0
Adam Trautman,TE,DEN,1,5,5,34,6.8,0,0,0,0.0,0,0.0,5.9,0.0
Durham Smythe,TE,MIA,1,3,7,44,14.7,0,0,0,0.0,0,0.0,5.9,0.0
Kyle Pitts,TE,ATL,1,2,3,44,22.0,0,0,0,0.0,0,0.0,5.4,0.0
Juwan Johnson,TE,NO,1,3,5,36,12.0,0,0,0,0.0,0,0.0,5.1,0.0
Darren Waller,TE,NYG,1,3,5,36,12.0,0,0,0,0.0,0,0.0,5.1,0.0
Mike Gesicki,TE,NE,1,3,3,36,12.0,0,0,0,0.0,0,0.0,5.1,0.0
Zach Ertz,TE,ARI,1,6,10,21,3.5,0,0,0,0.0,0,0.0,5.1,0.0
Josh Oliver,TE,MIN,1,3,3,32,10.7,0,0,0,0.0,0,0.0,4.7,0.0
Dalton Kincaid,TE,BUF,1,4,4,26,6.5,0,0,0,0.0,0,0.0,4.6,0.0
Noah Gray,TE,KC,1,3,5,31,10.3,0,0,0,0.0,0,0.0,4.6,0.0
Dawson Knox,TE,BUF,1,3,4,25,8.3,0,0,0,0.0,0,0.0,4.0,0.0
David Njoku,TE,CLE,1,2,3,24,12.0,0,0,0,0.0,0,0.0,3.4,0.0
George Kittle,TE,SF,1,3,6,19,6.3,0,0,0,0.0,0,0.0,3.4,0.0
Trey McBride,TE,ARI,1,2,2,23,11.5,0,0,0,0.0,0,0.0,3.3,0.0
Gerald Everett,TE,LAC,1,2,3,21,10.5,0,1,2,2.0,0,0.0,3.3,0.0
Irv Smith Jr.,TE,CIN,1,3,5,17,5.7,0,0,0,0.0,0,0.0,3.2,0.0
Greg Dulcich,TE,DEN,1,2,2,22,11.0,0,0,0,0.0,0,0.0,3.2,0.0
Cade Otton,TE,TB,1,2,3,19,9.5,0,0,0,0.0,0,0.0,2.9,0.0
Connor Heyward,TE,PIT,1,2,4,19,9.5,0,0,0,0.0,0,0.0,2.9,0.0
Will Dissly,TE,SEA,1,2,2,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Brock Wright,TE,DET,1,2,2,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Brycen Hopkins,TE,LAR,1,1,2,21,21.0,0,0,0,0.0,0,0.0,2.6,0.0
Austin Hooper,TE,LV,1,1,1,20,20.0,0,0,0,0.0,0,0.0,2.5,0.0
Andrew Ogletree,TE,IND,1,1,2,20,20.0,0,0,0,0.0,0,0.0,2.5,0.0
Cole Turner,TE,WAS,1,1,2,17,17.0,0,0,0,0.0,0,0.0,2.2,0.0
Jake Ferguson,TE,DAL,1,2,7,11,5.5,0,0,0,0.0,0,0.0,2.1,0.0
Jordan Akins,TE,CLE,1,1,1,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Teagan Quitoriano,TE,HOU,1,1,1,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
Dalton Schultz,TE,HOU,1,2,4,4,2.0,0,0,0,0.0,0,0.0,1.4,0.0
Colby Parkinson,TE,SEA,1,1,2,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Isaiah Likely,TE,BAL,1,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Giovanni Ricci,TE,CAR,1,1,1,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Tyler Conklin,TE,NYJ,1,1,1,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Daniel Bellinger,TE,NYG,1,1,1,1,1.0,0,0,0,0.0,0,0.0,0.6,0.0
Taysom Hill,TE,NO,1,0,1,0,0.0,0,3,4,1.3,0,0.0,0.4,0.0
Keenan Allen,WR,LAC,2,8,10,111,13.9,2,0,0,0.0,0,0.0,27.1,0.0
Mike Evans,WR,TB,2,6,8,171,28.5,1,0,0,0.0,0,0.0,26.1,0.0
Tee Higgins,WR,CIN,2,8,12,89,11.1,2,0,0,0.0,0,0.0,24.9,0.0
Nico Collins,WR,HOU,2,7,9,146,20.9,1,0,0,0.0,0,0.0,24.1,0.0
Puka Nacua,WR,LAR,2,15,20,147,9.8,0,2,4,2.0,0,0.0,22.6,0.0
Tyler Lockett,WR,SEA,2,8,10,59,7.4,2,0,0,0.0,0,0.0,21.9,0.0
Josh Reynolds,WR,DET,2,5,6,66,13.2,2,0,0,0.0,0,0.0,21.1,0.0
DeVonta Smith,WR,PHI,2,4,5,131,32.8,1,0,0,0.0,0,0.0,21.1,0.0
George Pickens,WR,PIT,2,4,10,127,31.8,1,0,0,0.0,0,0.0,20.7,0.0
CeeDee Lamb,WR,DAL,2,11,13,143,13.0,0,0,0,0.0,0,0.0,19.8,0.0
Brandon Johnson,WR,DEN,2,2,3,66,33.0,2,0,0,0.0,0,0.0,19.6,0.0
Justin Jefferson,WR,MIN,2,11,13,159,14.5,0,0,0,0.0,0,0.0,19.4,0.0
Marvin Mims Jr.,WR,DEN,2,2,2,113,56.5,1,2,10,5.0,0,0.0,19.3,0.0
Deebo Samuel,WR,SF,2,6,9,63,10.5,0,5,38,7.6,1,0.0,19.1,0.0
Gabe Davis,WR,BUF,2,6,7,92,15.3,1,0,0,0.0,0,0.0,18.2,0.0
Jayden Reed,WR,GB,2,4,8,37,9.3,2,0,0,0.0,0,0.0,17.7,0.0
Davante Adams,WR,LV,2,6,8,84,14.0,1,0,0,0.0,0,0.0,17.4,0.0
Adam Thielen,WR,CAR,2,7,9,54,7.7,1,0,0,0.0,0,0.0,16.9,0.0
Tank Dell,WR,HOU,2,7,10,72,10.3,1,0,0,0.0,0,0.0,16.7,0.0
Christian Kirk,WR,JAC,2,11,14,110,10.0,0,0,0,0.0,0,0.0,16.5,0.0
Drake London,WR,ATL,2,6,8,67,11.2,1,0,0,0.0,0,0.0,15.7,0.0
Garrett Wilson,WR,NYJ,2,2,8,83,41.5,1,0,0,0.0,0,0.0,15.3,0.0
Nelson Agholor,WR,BAL,2,5,6,63,12.6,1,0,0,0.0,0,0.0,14.8,0.0
Jordan Addison,WR,MIN,2,3,5,72,24.0,1,0,0,0.0,0,0.0,14.7,0.0
Skyy Moore,WR,KC,2,3,4,70,23.3,1,0,0,0.0,0,0.0,14.5,0.0
Marquise Brown,WR,ARI,2,6,10,54,9.0,1,0,0,0.0,0,0.0,14.4,0.0
Terry McLaurin,WR,WAS,2,5,6,54,10.8,1,0,0,0.0,0,0.0,13.9,0.0
DJ Moore,WR,CHI,2,6,7,104,17.3,0,0,0,0.0,0,0.0,13.4,0.0
Kalif Raymond,WR,DET,2,2,3,46,23.0,1,1,11,11.0,0,0.0,12.7,0.0
Mike Williams,WR,LAC,2,8,13,83,10.4,0,1,3,3.0,0,0.0,12.6,0.0
Tyreek Hill,WR,MIA,2,5,9,40,8.0,1,0,0,0.0,0,0.0,12.5,0.0
Amari Cooper,WR,CLE,2,7,10,90,12.9,0,0,0,0.0,0,0.0,12.5,0.0
Isaiah Hodgins,WR,NYG,2,4,5,40,10.0,1,0,0,0.0,0,0.0,12.0,0.0
Tutu Atwell,WR,LAR,2,7,9,77,11.0,0,1,5,5.0,0,0.0,11.7,0.0
Chris Olave,WR,NO,2,6,11,86,14.3,0,0,0,0.0,0,0.0,11.6,0.0
Amon-Ra St. Brown,WR,DET,2,6,7,102,17.0,0,0,0,0.0,0,0.0,11.2,0.0
Chase Claypool,WR,MIA,2,3,8,36,12.0,1,0,0,0.0,0,0.0,11.1,0.0
Dontayvion Wicks,WR,GB,2,2,4,40,20.0,1,0,0,0.0,0,0.0,11.0,0.0
K.J. Osborn,WR,MIN,2,3,6,34,11.3,1,0,0,0.0,0,0.0,10.9,0.0
DK Metcalf,WR,SEA,2,6,6,75,12.5,0,0,0,0.0,0,0.0,10.5,0.0
Jaylen Waddle,WR,MIA,2,4,6,86,21.5,0,1,-2,-2.0,0,0.0,10.4,0.0
Robert Woods,WR,HOU,2,6,9,74,12.3,0,0,0,0.0,0,0.0,10.4,0.0
Stefon Diggs,WR,BUF,2,7,7,66,9.4,0,0,0,0.0,0,0.0,10.1,0.0
Nick Westbrook-Ikhine,WR,TEN,2,3,3,25,8.3,1,0,0,0.0,0,0.0,10.0,0.0
Jalin Hyatt,WR,NYG,2,2,2,89,44.5,0,0,0,0.0,0,0.0,9.9,0.0
Michael Pittman Jr.,WR,IND,2,8,12,56,7.0,0,0,0,0.0,0,0.0,9.6,0.0
Treylon Burks,WR,TEN,2,3,4,76,25.3,0,0,0,0.0,0,0.0,9.1,0.0
Courtland Sutton,WR,DEN,2,5,7,66,13.2,0,0,0,0.0,0,0.0,9.1,0.0
Michael Thomas,WR,NO,2,7,9,55,7.9,0,0,0,0.0,0,0.0,9.0,0.0
Zay Flowers,WR,BAL,2,4,5,62,15.5,0,1,6,6.0,0,0.0,8.8,0.0
DeVante Parker,WR,NE,2,6,8,57,9.5,0,0,0,0.0,0,0.0,8.7,0.0
Chris Godwin,WR,TB,2,5,8,58,11.6,0,0,0,0.0,0,0.0,8.3,0.0
Rashid Shaheed,WR,NO,2,4,4,63,15.8,0,0,0,0.0,0,0.0,8.3,0.0
Tyler Boyd,WR,CIN,2,6,8,52,8.7,0,0,0,0.0,0,0.0,8.2,0.0
Darius Slayton,WR,NYG,2,3,6,62,20.7,0,0,0,0.0,0,0.0,7.7,0.0
Khalil Shakir,WR,BUF,2,1,1,11,11.0,1,0,0,0.0,0,0.0,7.6,0.0
Mack Hollins,WR,ATL,2,3,6,60,20.0,0,0,0,0.0,0,0.0,7.5,0.0
Michael Wilson,WR,ARI,2,3,3,56,18.7,0,0,0,0.0,0,0.0,7.1,0.0
Kadarius Toney,WR,KC,2,5,5,35,7.0,0,1,3,3.0,0,0.0,6.3,0.0
Jauan Jennings,WR,SF,2,2,3,51,25.5,0,0,0,0.0,0,0.0,6.1,0.0
DeAndre Hopkins,WR,TEN,2,4,5,40,10.0,0,0,0,0.0,0,0.0,6.0,0.0
Charlie Jones,WR,CIN,2,0,0,0,0.0,0,0,0,0.0,0,0.0,6.0,0.0
Jaxon Smith-Njigba,WR,SEA,2,5,6,34,6.8,0,0,0,0.0,0,0.0,5.9,0.0
Brandon Aiyuk,WR,SF,2,3,6,43,14.3,0,0,0,0.0,0,0.0,5.8,0.0
Justin Watson,WR,KC,2,3,5,62,20.7,0,0,0,0.0,0,0.0,5.7,0.0
Josh Downs,WR,IND,2,4,5,37,9.3,0,0,0,0.0,0,0.0,5.7,0.0
Elijah Moore,WR,CLE,2,3,9,36,12.0,0,1,5,5.0,0,0.0,5.6,0.0
Ja'Marr Chase,WR,CIN,2,5,8,31,6.2,0,0,0,0.0,0,0.0,5.6,0.0
Chris Moore,WR,TEN,2,1,1,49,49.0,0,0,0,0.0,0,0.0,5.4,0.0
JuJu Smith-Schuster,WR,NE,2,5,6,28,5.6,0,0,0,0.0,0,0.0,5.3,0.0
A.J. Brown,WR,PHI,2,4,6,29,7.3,0,0,0,0.0,0,0.0,4.9,0.0
Kendrick Bourne,WR,NE,2,4,9,29,7.3,0,0,0,0.0,0,0.0,4.9,0.0
