player_name,player_position,player_team,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Curtis Samuel,WR,WAS,2,3,3,19,6.3,0,1,13,13.0,0,0.0,4.7,0.0
River Cracraft,WR,MIA,2,2,2,34,17.0,0,0,0,0.0,0,0.0,4.4,0.0
Odell Beckham Jr.,WR,BAL,2,3,4,29,9.7,0,0,0,0.0,0,0.0,4.4,0.0
David Bell,WR,CLE,2,3,3,27,9.0,0,0,0,0.0,0,0.0,4.2,0.0
Calvin Ridley,WR,JAC,2,2,8,32,16.0,0,0,0,0.0,0,0.0,4.2,0.0
Parris Campbell,WR,NYG,2,4,6,21,5.3,0,0,0,0.0,0,0.0,4.1,0.0
Jonathan Mingo,WR,CAR,2,3,8,26,8.7,0,0,0,0.0,0,0.0,4.1,0.0
Dyami Brown,WR,WAS,2,3,3,25,8.3,0,0,0,0.0,0,0.0,4.0,0.0
Jerry Jeudy,WR,DEN,2,3,5,25,8.3,0,0,0,0.0,0,0.0,4.0,0.0
Romeo Doubs,WR,GB,2,2,3,30,15.0,0,0,0,0.0,0,0.0,4.0,0.0
Braxton Berrios,WR,MIA,2,2,3,28,14.0,0,0,0,0.0,0,0.0,3.8,0.0
Alec Pierce,WR,IND,2,2,2,28,14.0,0,0,0,0.0,0,0.0,3.8,0.0
Jahan Dotson,WR,WAS,2,3,5,22,7.3,0,0,0,0.0,0,0.0,3.7,0.0
Tre Tucker,WR,LV,2,0,1,0,0.0,0,1,34,34.0,0,0.0,3.4,0.0
Allen Lazard,WR,NYJ,2,2,4,23,11.5,0,0,0,0.0,0,0.0,3.3,0.0
Jalen Tolbert,WR,DAL,2,3,4,18,6.0,0,0,0,0.0,0,0.0,3.3,0.0
Rashod Bateman,WR,BAL,2,3,3,18,6.0,0,0,0,0.0,0,0.0,3.3,0.0
Rashee Rice,WR,KC,2,2,2,20,10.0,0,0,0,0.0,0,0.0,3.0,0.0
Joshua Palmer,WR,LAC,2,3,5,13,4.3,0,0,0,0.0,0,0.0,2.8,0.0
Hunter Renfrow,WR,LV,2,1,1,23,23.0,0,0,0,0.0,0,0.0,2.8,0.0
Ben Skowronek,WR,LAR,2,1,1,10,10.0,0,1,11,11.0,0,0.0,2.6,0.0
Trey Palmer,WR,TB,2,1,2,20,20.0,0,0,0,0.0,0,0.0,2.5,0.0
Marquez Valdes-Scantling,WR,KC,2,2,3,13,6.5,0,0,0,0.0,0,0.0,2.3,0.0
John Metchie III,WR,HOU,2,1,1,17,17.0,0,0,0,0.0,0,0.0,2.2,0.0
Allen Robinson II,WR,PIT,2,2,3,12,6.0,0,0,0,0.0,0,0.0,2.2,0.0
DJ Chark Jr.,WR,CAR,2,1,1,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
KaVontae Turpin,WR,DAL,2,1,1,9,9.0,0,2,6,3.0,0,0.0,2.0,0.0
Rondale Moore,WR,ARI,2,1,1,14,14.0,0,0,0,0.0,0,0.0,1.9,0.0
Devin Duvernay,WR,BAL,2,0,3,0,0.0,0,3,15,5.0,0,0.0,1.5,0.0
Van Jefferson,WR,ATL,2,1,4,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Deonte Harty,WR,BUF,2,2,3,4,2.0,0,0,0,0.0,0,0.0,1.4,0.0
Zach Pascal,WR,ARI,2,1,1,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Calvin Austin III,WR,PIT,2,1,4,10,10.0,0,1,-2,-2.0,0,0.0,1.3,0.0
Rakim Jarrett,WR,TB,2,1,1,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Isaiah McKenzie,WR,IND,2,1,1,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Quentin Johnston,WR,LAC,2,1,2,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Donovan Peoples-Jones,WR,CLE,2,1,4,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Samori Toure,WR,GB,2,1,2,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Mecole Hardman Jr.,WR,NYJ,2,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Deven Thompkins,WR,TB,2,0,0,0,0.0,0,1,11,11.0,0,0.0,1.1,0.0
Derius Davis,WR,LAC,2,0,0,0,0.0,0,1,10,10.0,0,0.0,1.0,0.0
Jamal Agnew,WR,JAC,2,1,1,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Miles Boykin,WR,PIT,2,1,1,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Lil'Jordan Humphrey,WR,FA,2,1,2,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Demario Douglas,WR,NE,2,2,2,19,9.5,0,0,0,0.0,0,0.0,0.9,0.0
Byron Pringle,WR,WAS,2,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Sterling Shepard,WR,NYG,2,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Michael Gallup,WR,DAL,2,1,2,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Jake Bobo,WR,SEA,2,1,1,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Laviska Shenault Jr.,WR,CAR,2,0,0,0,0.0,0,1,7,7.0,0,0.0,0.7,0.0
Antoine Green,WR,DET,2,1,1,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Erik Ezukanma,WR,MIA,2,0,1,0,0.0,0,3,5,1.7,0,0.0,0.5,0.0
Brian Robinson Jr.,RB,WAS,2,2,3,42,21.0,0,18,87,4.8,2,0.0,27.9,0.0
D'Andre Swift,RB,PHI,2,3,3,6,2.0,0,28,175,6.3,1,0.0,25.6,0.0
Raheem Mostert,RB,MIA,2,1,1,6,6.0,0,18,121,6.7,2,0.0,25.2,0.0
Kyren Williams,RB,LAR,2,6,10,48,8.0,1,14,52,3.7,1,0.0,25.0,0.0
Saquon Barkley,RB,NYG,2,6,7,29,4.8,1,17,63,3.7,1,0.0,24.2,0.0
Jerome Ford,RB,CLE,2,3,4,25,8.3,1,16,106,6.6,0,0.0,22.6,0.0
Christian McCaffrey,RB,SF,2,3,3,19,6.3,0,20,116,5.8,1,0.0,21.0,0.0
Bijan Robinson,RB,ATL,2,4,5,48,12.0,0,19,124,6.5,0,0.0,19.2,0.0
Rachaad White,RB,TB,2,5,5,30,6.0,0,17,73,4.3,1,0.0,18.8,0.0
Zack Moss,RB,IND,2,4,4,19,4.8,0,18,88,4.9,1,0.0,18.7,0.0
Kenneth Walker III,RB,SEA,2,1,2,11,11.0,0,17,43,2.5,2,0.0,17.9,0.0
James Cook,RB,BUF,2,4,4,36,9.0,0,17,123,7.2,0,0.0,17.9,0.0
Derrick Henry,RB,TEN,2,3,4,15,5.0,0,25,80,3.2,1,0.0,17.0,0.0
James Conner,RB,ARI,2,0,1,0,0.0,0,23,106,4.6,1,0.0,16.6,0.0
Tony Pollard,RB,DAL,2,7,8,37,5.3,0,25,72,2.9,0,0.0,16.4,0.0
Tony Jones Jr.,RB,NO,2,0,2,0,0.0,0,12,34,2.8,2,0.0,15.4,0.0
Rhamondre Stevenson,RB,NE,2,3,3,10,3.3,0,15,50,3.3,1,0.0,13.5,0.0
Gus Edwards,RB,BAL,2,0,0,0,0.0,0,10,62,6.2,1,0.0,12.2,0.0
David Montgomery,RB,DET,2,1,1,7,7.0,0,16,67,4.2,1,0.0,11.9,0.0
Joe Mixon,RB,CIN,2,4,5,36,9.0,0,13,59,4.5,0,0.0,11.5,0.0
Jaylen Warren,RB,PIT,2,4,6,66,16.5,0,6,20,3.3,0,0.0,10.6,0.0
Latavius Murray,RB,BUF,2,2,2,9,4.5,0,6,22,3.7,1,0.0,10.1,0.0
Damien Harris,RB,BUF,2,0,0,0,0.0,0,7,33,4.7,1,0.0,9.3,0.0
Jahmyr Gibbs,RB,DET,2,7,9,39,5.6,0,7,17,2.4,0,0.0,9.1,0.0
Chuba Hubbard,RB,CAR,2,5,5,34,6.8,0,2,16,8.0,0,0.0,7.5,0.0
Isiah Pacheco,RB,KC,2,1,2,0,0.0,0,12,70,5.8,0,0.0,7.5,0.0
Josh Jacobs,RB,LV,2,5,6,51,10.2,0,9,-2,-0.2,0,0.0,7.4,0.0
AJ Dillon,RB,GB,2,1,1,8,8.0,0,15,55,3.7,0,0.0,6.8,0.0
Justice Hill,RB,BAL,2,3,3,12,4.0,0,11,41,3.7,0,0.0,6.8,0.0
Javonte Williams,RB,DEN,2,2,3,14,7.0,0,12,44,3.7,0,0.0,6.8,0.0
Antonio Gibson,RB,WAS,2,3,3,44,14.7,0,2,9,4.5,0,0.0,6.8,0.0
Tyjae Spears,RB,TEN,2,2,2,6,3.0,0,8,49,6.1,0,0.0,6.5,0.0
Jaleel McLaughlin,RB,DEN,2,0,0,0,0.0,0,1,5,5.0,1,0.0,6.5,0.0
Nick Chubb,RB,CLE,2,0,0,0,0.0,0,10,64,6.4,0,0.0,6.4,0.0
Khalil Herbert,RB,CHI,2,1,3,23,23.0,0,7,35,5.0,0,0.0,6.3,0.0
Miles Sanders,RB,CAR,2,3,5,4,1.3,0,14,43,3.1,0,0.0,6.2,0.0
Pierre Strong Jr.,RB,CLE,2,0,1,0,0.0,0,2,1,0.5,1,0.0,6.1,0.0
Salvon Ahmed,RB,MIA,2,3,3,28,9.3,0,3,13,4.3,0,0.0,5.6,0.0
Roschon Johnson,RB,CHI,2,2,2,10,5.0,0,4,32,8.0,0,0.0,5.2,0.0
Travis Etienne Jr.,RB,JAC,2,2,3,2,1.0,0,12,40,3.3,0,0.0,5.2,0.0
Tyler Allgeier,RB,ATL,2,0,0,0,0.0,0,16,48,3.0,0,0.0,4.8,0.0
Rico Dowdle,RB,DAL,2,1,1,17,17.0,0,7,26,3.7,0,0.0,4.8,0.0
Najee Harris,RB,PIT,2,1,3,0,0.0,0,10,43,4.3,0,0.0,4.8,0.0
Deuce Vaughn,RB,DAL,2,3,3,16,5.3,0,3,16,5.3,0,0.0,4.7,0.0
Dameon Pierce,RB,HOU,2,2,3,4,2.0,0,15,31,2.1,0,0.0,4.5,0.0
Boston Scott,RB,PHI,2,0,0,0,0.0,0,5,40,8.0,0,0.0,4.0,0.0
Zach Charbonnet,RB,SEA,2,2,2,14,7.0,0,4,16,4.0,0,0.0,4.0,0.0
Samaje Perine,RB,DEN,2,3,4,20,6.7,0,1,4,4.0,0,0.0,3.9,0.0
Joshua Kelley,RB,LAC,2,0,1,0,0.0,0,13,39,3.0,0,0.0,3.9,0.0
Jerick McKinnon,RB,KC,2,3,3,24,8.0,0,1,-2,-2.0,0,0.0,3.7,0.0
Alexander Mattison,RB,MIN,2,3,6,11,3.7,0,8,28,3.5,0,0.0,3.4,0.0
Elijah Dotson,RB,LAC,2,2,2,13,6.5,0,4,6,1.5,0,0.0,2.9,0.0
Jamaal Williams,RB,NO,2,0,0,0,0.0,0,9,29,3.2,0,0.0,2.9,0.0
Devin Singletary,RB,HOU,2,1,1,10,10.0,0,4,14,3.5,0,0.0,2.9,0.0
Clyde Edwards-Helaire,RB,KC,2,2,2,17,8.5,0,1,0,0.0,0,0.0,2.7,0.0
D'Ernest Johnson,RB,JAC,2,1,1,9,9.0,0,1,8,8.0,0,0.0,2.2,0.0
Ty Chandler,RB,MIN,2,2,2,9,4.5,0,1,0,0.0,0,0.0,1.9,0.0
Rashaad Penny,RB,PHI,2,1,1,5,5.0,0,3,9,3.0,0,0.0,1.9,0.0
Michael Carter,RB,NYJ,2,1,2,3,3.0,0,2,8,4.0,0,0.0,1.6,0.0
Emari Demercado,RB,ARI,2,2,2,7,3.5,0,1,-2,-2.0,0,0.0,1.5,0.0
De'Von Achane,RB,MIA,2,1,1,4,4.0,0,1,5,5.0,0,0.0,1.4,0.0
Trayveon Williams,RB,CIN,2,2,2,4,2.0,0,0,0,0.0,0,0.0,1.4,0.0
Ezekiel Elliott,RB,NE,2,0,0,0,0.0,0,5,13,2.6,0,0.0,1.3,0.0
Chase Edmonds,RB,TB,2,0,0,0,0.0,0,2,12,6.0,0,0.0,1.2,0.0
Ameer Abdullah,RB,LV,2,1,3,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Craig Reynolds,RB,DET,2,1,1,-2,-2.0,0,3,7,2.3,0,0.0,1.0,0.0
Ronnie Rivers,RB,LAR,2,1,1,4,4.0,0,0,0,0.0,0,0.0,0.9,0.0
Breece Hall,RB,NYJ,2,0,2,0,0.0,0,4,9,2.3,0,0.0,0.9,0.0
Reggie Gilliam,RB,BUF,2,1,1,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Sean Tucker,RB,TB,2,0,0,0,0.0,0,8,7,0.9,0,0.0,0.7,0.0
Keaontay Ingram,RB,ARI,2,0,0,0,0.0,0,2,6,3.0,0,0.0,0.6,0.0
Emanuel Wilson,RB,GB,2,0,0,0,0.0,0,3,5,1.7,0,0.0,0.5,0.0
Matt Breida,RB,NYG,2,0,0,0,0.0,0,1,5,5.0,0,0.0,0.5,0.0
Dare Ogunbowale,RB,HOU,2,0,0,0,0.0,0,2,4,2.0,0,0.0,0.4,0.0
Isaiah Spiller,RB,LAC,2,0,0,0,0.0,0,1,3,3.0,0,0.0,0.3,0.0
DeeJay Dallas,RB,SEA,2,0,0,0,0.0,0,1,3,3.0,0,0.0,0.3,0.0
Michael Burton,RB,DEN,2,0,0,0,0.0,0,1,3,3.0,0,0.0,0.3,0.0
Zamir White,RB,LV,2,0,0,0,0.0,0,4,22,5.5,0,0.0,0.2,0.0
Chase Brown,RB,CIN,2,0,0,0,0.0,0,1,2,2.0,0,0.0,0.2,0.0
Patrick Taylor Jr.,RB,FA,2,0,1,0,0.0,0,1,1,1.0,0,0.0,0.1,0.0
T.J. Hockenson,TE,MIN,2,7,8,66,9.4,2,0,0,0.0,0,0.0,22.1,0.0
Hunter Henry,TE,NE,2,6,7,52,8.7,1,0,0,0.0,0,0.0,14.2,0.0
Mark Andrews,TE,BAL,2,5,8,45,9.0,1,0,0,0.0,0,0.0,13.0,0.0
Darren Waller,TE,NYG,2,6,8,76,12.7,0,0,0,0.0,0,0.0,10.6,0.0
Travis Kelce,TE,KC,2,4,9,26,6.5,1,0,0,0.0,0,0.0,10.6,0.0
Logan Thomas,TE,WAS,2,2,3,22,11.0,1,0,0,0.0,0,0.0,9.2,0.0
Kylen Granson,TE,IND,2,3,4,16,5.3,1,0,0,0.0,0,0.0,9.1,0.0
Sam LaPorta,TE,DET,2,5,6,63,12.6,0,0,0,0.0,0,0.0,8.8,0.0
Evan Engram,TE,JAC,2,6,8,57,9.5,0,0,0,0.0,0,0.0,8.7,0.0
Zach Ertz,TE,ARI,2,6,8,56,9.3,0,0,0,0.0,0,0.0,8.6,0.0
Jake Ferguson,TE,DAL,2,3,4,11,3.7,1,0,0,0.0,0,0.0,8.6,0.0
Dawson Knox,TE,BUF,2,3,5,10,3.3,1,0,0,0.0,0,0.0,8.5,0.0
Taysom Hill,TE,NO,2,1,2,-1,-1.0,0,9,75,8.3,0,0.0,8.2,0.0
Noah Fant,TE,SEA,2,4,4,56,14.0,0,0,0,0.0,0,0.0,7.6,0.0
Tyler Conklin,TE,NYJ,2,5,6,50,10.0,0,0,0,0.0,0,0.0,7.5,0.0
Cade Otton,TE,TB,2,6,6,41,6.8,0,0,0,0.0,0,0.0,7.1,0.0
Dalton Kincaid,TE,BUF,2,5,6,43,8.6,0,0,0,0.0,0,0.0,6.8,0.0
Jonnu Smith,TE,ATL,2,4,6,47,11.8,0,0,0,0.0,0,0.0,6.7,0.0
Luke Schoonmaker,TE,DAL,2,1,1,1,1.0,1,0,0,0.0,0,0.0,6.6,0.0
Gerald Everett,TE,LAC,2,3,3,47,15.7,0,0,0,0.0,0,0.0,6.2,0.0
John Bates,TE,WAS,2,3,5,46,15.3,0,0,0,0.0,0,0.0,6.1,0.0
Will Mallory,TE,IND,2,2,2,49,24.5,0,0,0,0.0,0,0.0,5.9,0.0
Cole Kmet,TE,CHI,2,4,6,38,9.5,0,0,0,0.0,0,0.0,5.8,0.0
Mike Gesicki,TE,NE,2,5,6,33,6.6,0,0,0,0.0,0,0.0,5.8,0.0
Chigoziem Okonkwo,TE,TEN,2,4,4,35,8.8,0,0,0,0.0,0,0.0,5.5,0.0
Dalton Schultz,TE,HOU,2,4,7,34,8.5,0,0,0,0.0,0,0.0,5.4,0.0
Noah Gray,TE,KC,2,3,3,38,12.7,0,0,0,0.0,0,0.0,5.3,0.0
Dallas Goedert,TE,PHI,2,6,7,22,3.7,0,0,0,0.0,0,0.0,5.2,0.0
Colby Parkinson,TE,SEA,2,2,3,41,20.5,0,0,0,0.0,0,0.0,5.1,0.0
Will Dissly,TE,SEA,2,3,3,35,11.7,0,0,0,0.0,0,0.0,5.0,0.0
David Njoku,TE,CLE,2,4,4,48,12.0,0,0,0,0.0,0,0.0,4.8,0.0
George Kittle,TE,SF,2,3,3,30,10.0,0,0,0,0.0,0,0.0,4.5,0.0
Trey McBride,TE,ARI,2,2,3,32,16.0,0,0,0,0.0,0,0.0,4.2,0.0
Durham Smythe,TE,MIA,2,3,3,23,7.7,0,0,0,0.0,0,0.0,3.8,0.0
Brevin Jordan,TE,HOU,2,2,2,27,13.5,0,0,0,0.0,0,0.0,3.7,0.0
Hayden Hurst,TE,CAR,2,3,3,20,6.7,0,0,0,0.0,0,0.0,3.5,0.0
Luke Musgrave,TE,GB,2,2,3,25,12.5,0,0,0,0.0,0,0.0,3.5,0.0
Cole Turner,TE,WAS,2,2,2,21,10.5,0,0,0,0.0,0,0.0,3.1,0.0
Foster Moreau,TE,NO,2,2,2,20,10.0,0,0,0,0.0,0,0.0,3.0,0.0
Austin Hooper,TE,LV,2,2,2,20,10.0,0,0,0,0.0,0,0.0,3.0,0.0
Stone Smartt,TE,LAC,2,1,1,24,24.0,0,0,0,0.0,0,0.0,2.9,0.0
Tyler Higbee,TE,LAR,2,3,7,12,4.0,0,0,0,0.0,0,0.0,2.7,0.0
Kyle Pitts,TE,ATL,2,2,5,15,7.5,0,0,0,0.0,0,0.0,2.5,0.0
Juwan Johnson,TE,NO,2,2,3,13,6.5,0,0,0,0.0,0,0.0,2.3,0.0
Josh Oliver,TE,MIN,2,2,3,13,6.5,0,0,0,0.0,0,0.0,2.3,0.0
Irv Smith Jr.,TE,CIN,2,2,4,10,5.0,0,0,0,0.0,0,0.0,2.0,0.0
Mo Alie-Cox,TE,IND,2,1,1,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Josiah Deguara,TE,GB,2,2,2,5,2.5,0,0,0,0.0,0,0.0,1.5,0.0
Isaiah Likely,TE,BAL,2,1,1,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Donald Parham Jr.,TE,LAC,2,1,2,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Michael Mayer,TE,LV,2,1,1,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Jordan Akins,TE,CLE,2,1,1,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Pat Freiermuth,TE,PIT,2,1,1,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Andrew Beck,TE,HOU,2,0,0,0,0.0,0,2,2,1.0,0,0.0,0.2,0.0
Keenan Allen,WR,LAC,3,18,20,215,11.9,0,0,0,0.0,0,0.0,36.5,0.0
Davante Adams,WR,LV,3,13,20,172,13.2,2,0,0,0.0,0,0.0,35.7,0.0
Tyreek Hill,WR,MIA,3,9,11,157,17.4,1,0,0,0.0,0,0.0,26.2,0.0
Adam Thielen,WR,CAR,3,11,14,145,13.2,1,0,0,0.0,0,0.0,26.0,0.0
Justin Jefferson,WR,MIN,3,7,13,149,21.3,1,0,0,0.0,0,0.0,24.4,0.0
Tank Dell,WR,HOU,3,5,7,145,29.0,1,0,0,0.0,0,0.0,23.0,0.0
Deebo Samuel,WR,SF,3,6,12,129,21.5,1,1,2,2.0,0,0.0,22.1,0.0
Mike Williams,WR,LAC,3,7,8,121,17.3,1,0,0,0.0,0,0.0,21.6,0.0
Amari Cooper,WR,CLE,3,7,8,116,16.6,1,0,0,0.0,0,0.0,21.1,0.0
Ja'Marr Chase,WR,CIN,3,12,15,141,11.8,0,0,0,0.0,0,0.0,20.1,0.0
A.J. Brown,WR,PHI,3,9,14,131,14.6,0,0,0,0.0,0,0.0,17.6,0.0
DJ Chark Jr.,WR,CAR,3,4,11,86,21.5,1,0,0,0.0,0,0.0,16.6,0.0
Romeo Doubs,WR,GB,3,5,12,73,14.6,1,0,0,0.0,0,0.0,15.8,0.0
Tutu Atwell,WR,LAR,3,4,9,50,12.5,1,1,22,22.0,0,0.0,15.2,0.0
Stefon Diggs,WR,BUF,3,8,12,111,13.9,0,0,0,0.0,0,0.0,15.1,0.0
Courtland Sutton,WR,DEN,3,8,11,91,11.4,1,0,0,0.0,0,0.0,15.1,0.0
Marvin Mims Jr.,WR,DEN,3,3,5,73,24.3,0,1,3,3.0,0,0.0,15.1,0.0
Amon-Ra St. Brown,WR,DET,3,9,12,102,11.3,0,1,4,4.0,0,0.0,15.1,0.0
Marquise Brown,WR,ARI,3,5,7,61,12.2,1,0,0,0.0,0,0.0,14.6,0.0
Mike Evans,WR,TB,3,5,10,60,12.0,1,0,0,0.0,0,0.0,14.5,0.0
Chris Olave,WR,NO,3,8,11,104,13.0,0,0,0,0.0,0,0.0,14.4,0.0
DK Metcalf,WR,SEA,3,6,8,112,18.7,0,0,0,0.0,0,0.0,14.2,0.0
Rondale Moore,WR,ARI,3,4,6,8,2.0,0,3,54,18.0,1,0.0,14.2,0.0
Calvin Austin III,WR,PIT,3,2,6,72,36.0,1,0,0,0.0,0,0.0,14.2,0.0
Christian Kirk,WR,JAC,3,4,6,54,13.5,1,0,0,0.0,0,0.0,13.4,0.0
Robbie Chosen,WR,MIA,3,1,1,68,68.0,1,0,0,0.0,0,0.0,13.3,0.0
Olamide Zaccheaus,WR,PHI,3,2,3,58,29.0,1,0,0,0.0,0,0.0,12.8,0.0
Joshua Palmer,WR,LAC,3,4,7,66,16.5,1,0,0,0.0,0,0.0,12.6,0.0
Michael Gallup,WR,DAL,3,6,7,92,15.3,0,0,0,0.0,0,0.0,12.2,0.0
Michael Pittman Jr.,WR,IND,3,9,11,77,8.6,0,0,0,0.0,0,0.0,12.2,0.0
Jakobi Meyers,WR,LV,3,7,12,85,12.1,0,0,0,0.0,0,0.0,12.0,0.0
DJ Moore,WR,CHI,3,3,6,41,13.7,1,0,0,0.0,0,0.0,11.6,0.0
Jerry Jeudy,WR,DEN,3,5,7,81,16.2,0,0,0,0.0,0,0.0,10.6,0.0
K.J. Osborn,WR,MIN,3,1,3,36,36.0,1,0,0,0.0,0,0.0,10.1,0.0
Gabe Davis,WR,BUF,3,1,4,35,35.0,1,1,-2,-2.0,0,0.0,9.8,0.0
Josh Downs,WR,IND,3,8,12,57,7.1,0,0,0,0.0,0,0.0,9.7,0.0
Puka Nacua,WR,LAR,3,5,7,72,14.4,0,0,0,0.0,0,0.0,9.7,0.0
Michael Wilson,WR,ARI,3,2,2,86,43.0,0,0,0,0.0,0,0.0,9.6,0.0
George Pickens,WR,PIT,3,4,6,75,18.8,0,0,0,0.0,0,0.0,9.5,0.0
Ronnie Bell,WR,SF,3,2,2,24,12.0,1,0,0,0.0,0,0.0,9.4,0.0
Zay Flowers,WR,BAL,3,8,10,48,6.0,0,1,2,2.0,0,0.0,9.0,0.0
Rashee Rice,WR,KC,3,5,7,59,11.8,0,0,0,0.0,0,0.0,8.4,0.0
Jordan Addison,WR,MIN,3,6,8,52,8.7,0,0,0,0.0,0,0.0,8.2,0.0
CeeDee Lamb,WR,DAL,3,4,7,53,13.3,0,2,9,4.5,0,0.0,8.2,0.0
Michael Thomas,WR,NO,3,6,9,50,8.3,0,0,0,0.0,0,0.0,8.0,0.0
Jayden Reed,WR,GB,3,3,7,63,21.0,0,0,0,0.0,0,0.0,7.8,0.0
Kalif Raymond,WR,DET,3,4,6,55,13.8,0,0,0,0.0,0,0.0,7.5,0.0
Elijah Moore,WR,CLE,3,9,9,49,5.4,0,3,-1,-0.3,0,0.0,7.3,0.0
Garrett Wilson,WR,NYJ,3,5,9,48,9.6,0,0,0,0.0,0,0.0,7.3,0.0
Terry McLaurin,WR,WAS,3,6,6,41,6.8,0,0,0,0.0,0,0.0,7.1,0.0
Jake Bobo,WR,SEA,3,1,2,5,5.0,1,0,0,0.0,0,0.0,7.0,0.0
Tyler Lockett,WR,SEA,3,3,7,34,11.3,0,0,0,0.0,0,0.0,6.9,0.0
Chris Godwin,WR,TB,3,3,5,32,10.7,0,0,0,0.0,0,0.0,6.7,0.0
Kendrick Bourne,WR,NE,3,4,5,46,11.5,0,0,0,0.0,0,0.0,6.6,0.0
Dontayvion Wicks,WR,GB,3,4,6,45,11.3,0,0,0,0.0,0,0.0,6.5,0.0
Tyler Boyd,WR,CIN,3,5,9,39,7.8,0,0,0,0.0,0,0.0,6.4,0.0
Curtis Samuel,WR,WAS,3,2,4,54,27.0,0,0,0,0.0,0,0.0,6.4,0.0
Donovan Peoples-Jones,WR,CLE,3,3,4,49,16.3,0,0,0,0.0,0,0.0,6.4,0.0
DeAndre Hopkins,WR,TEN,3,3,7,48,16.0,0,0,0,0.0,0,0.0,6.3,0.0
Skyy Moore,WR,KC,3,4,6,42,10.5,0,0,0,0.0,0,0.0,6.2,0.0
Justin Watson,WR,KC,3,2,3,51,25.5,0,0,0,0.0,0,0.0,6.1,0.0
Rashid Shaheed,WR,NO,3,0,2,0,0.0,0,1,0,0.0,0,0.0,6.0,0.0
Terrace Marshall Jr.,WR,CAR,3,5,8,35,7.0,0,0,0,0.0,0,0.0,6.0,0.0
Nelson Agholor,WR,BAL,3,4,4,39,9.8,0,0,0,0.0,0,0.0,5.9,0.0
Alec Pierce,WR,IND,3,3,7,43,14.3,0,0,0,0.0,0,0.0,5.8,0.0
Calvin Ridley,WR,JAC,3,3,7,40,13.3,0,0,0,0.0,0,0.0,5.5,0.0
Van Jefferson,WR,ATL,3,1,3,46,46.0,0,1,4,4.0,0,0.0,5.5,0.0
Parris Campbell,WR,NYG,3,6,6,24,4.0,0,0,0,0.0,0,0.0,5.4,0.0
Allen Lazard,WR,NYJ,3,3,5,39,13.0,0,0,0,0.0,0,0.0,5.4,0.0
Chris Moore,WR,TEN,3,2,3,41,20.5,0,0,0,0.0,0,0.0,5.1,0.0
Jamal Agnew,WR,JAC,3,4,5,49,12.3,0,0,0,0.0,0,0.0,4.9,0.0
Robert Woods,WR,HOU,3,3,6,34,11.3,0,0,0,0.0,0,0.0,4.9,0.0
DeVonta Smith,WR,PHI,3,4,5,28,7.0,0,0,0,0.0,0,0.0,4.8,0.0
Darius Slayton,WR,NYG,3,3,6,32,10.7,0,0,0,0.0,0,0.0,4.7,0.0
Nico Collins,WR,HOU,3,2,3,34,17.0,0,0,0,0.0,0,0.0,4.4,0.0
Allen Robinson II,WR,PIT,3,4,4,24,6.0,0,0,0,0.0,0,0.0,4.4,0.0
Braxton Berrios,WR,MIA,3,2,2,33,16.5,0,0,0,0.0,0,0.0,4.3,0.0
Marquez Valdes-Scantling,WR,KC,3,1,2,37,37.0,0,0,0,0.0,0,0.0,4.2,0.0
Jauan Jennings,WR,SF,3,2,3,31,15.5,0,0,0,0.0,0,0.0,4.1,0.0
Wan'Dale Robinson,WR,NYG,3,4,5,21,5.3,0,0,0,0.0,0,0.0,4.1,0.0
Drake London,WR,ATL,3,2,6,31,15.5,0,0,0,0.0,0,0.0,4.1,0.0
Jonathan Mingo,WR,CAR,3,3,6,21,7.0,0,0,0,0.0,0,0.0,3.6,0.0
